Feature	CG_Weighted_mC	CA_Weighted_mC	CT_Weighted_mC	CC_Weighted_mC	CH_Weighted_mC
ENSTGUG00000004696	0.7142857142857143	0.11504424778761062	0.027472527472527472	0.0	0.051926298157453935
ENSTGUG00000004719	0.3333333333333333	0.02127659574468085	0.04411764705882353	0.007462686567164179	0.02027027027027027
ENSTGUG00000004731	0.4	0.10294117647058823	0.04918032786885246	0.0	0.049019607843137254
ENSTGUG00000004746	0.5	0.0	0.0	0.0	0.0
ENSTGUG00000004760	0.2638888888888889	0.016147635524798153	0.005298013245033113	0.0020491803278688526	0.00900473933649289
ENSTGUG00000004803	0.34210526315789475	0.03571428571428571	0.01282051282051282	0.025210084033613446	0.02491103202846975
ENSTGUG00000004832	0.19090909090909092	0.009302325581395349	0.013333333333333334	0.0	0.007285974499089253
ENSTGUG00000004853	0.8235294117647058	0.07047387606318348	0.02030456852791878	0.008988764044943821	0.03980634749865519
ENSTGUG00000004856	0.0457516339869281	0.003215434083601286	0.004807692307692308	0.002145922746781116	0.003352891869237217
ENSTGUG00000004890		0.0275049115913556	0.011904761904761904	0.006430868167202572	0.01661631419939577
ENSTGUG00000004895	0.75	0.028112449799196786	0.009191176470588236	0.0018867924528301887	0.014827018121911038
ENSTGUG00000004934	0.4444444444444444	0.027944111776447105	0.006622516556291391	0.003003003003003003	0.013986013986013986
ENSTGUG00000004945	0.45714285714285713	0.014705882352941176	0.012658227848101266	0.00267379679144385	0.010195412064570943
ENSTGUG00000004960	0.38461538461538464	0.01580135440180587	0.003575685339690107	0.0020408163265306124	0.008126410835214447
ENSTGUG00000004993	0.6666666666666666	0.057692307692307696	0.0	0.012048192771084338	0.026615969581749048
ENSTGUG00000004997	0.3673469387755102	0.06368563685636856	0.0228494623655914	0.003745318352059925	0.03273809523809524
ENSTGUG00000005028	0.2361111111111111	0.0345489443378119	0.011827956989247311	0.0	0.018266614846482704
ENSTGUG00000005059		0.07894736842105263	0.0	0.05555555555555555	0.046511627906976744
ENSTGUG00000005062	0.7796610169491526	0.008645533141210375	0.006195786864931847	0.0	0.0060396893874029335
ENSTGUG00000005112	0.5833333333333334	0.01201923076923077	0.005063291139240506	0.004694835680751174	0.0078125
ENSTGUG00000005116		0.0			0.0
ENSTGUG00000005124	0.0	0.0	0.0	0.0	0.0
ENSTGUG00000005133	1.0	0.10526315789473684	0.0392156862745098	0.0	0.0625
ENSTGUG00000005144	0.7230769230769231	0.048314606741573035	0.013888888888888888	0.0	0.024154589371980676
ENSTGUG00000005147	0.6206896551724138	0.04809843400447427	0.016224188790560472	0.0081799591002045	0.028141678796700632
ENSTGUG00000005151	0.6	0.007633587786259542	0.015706806282722512	0.005714285714285714	0.009554140127388535
