Feature	CG_Weighted_mC	CA_Weighted_mC	CT_Weighted_mC	CC_Weighted_mC	CH_Weighted_mC
ENSTGUG00000004696	0.8470588235294118	0.05536332179930796	0.025547445255474453	0.00980392156862745	0.03259452411994785
ENSTGUG00000004719	0.7045454545454546	0.028169014084507043	0.03225806451612903	0.0	0.019138755980861243
ENSTGUG00000004731	0.8333333333333334	0.025	0.028205128205128206	0.013651877133105802	0.023010546500479387
ENSTGUG00000004746	0.7384615384615385	0.008438818565400843	0.006493506493506494	0.0	0.0051813471502590676
ENSTGUG00000004760	0.6653543307086615	0.017848289538919187	0.003877847794474067	0.0012626262626262627	0.008121468926553672
ENSTGUG00000004803	0.64375	0.01743119266055046	0.003083247687564234	0.0014814814814814814	0.008400292184075968
ENSTGUG00000004832	0.8135593220338984	0.03546099290780142	0.01639344262295082	0.012779552715654952	0.021111111111111112
ENSTGUG00000004853	0.9166666666666666	0.0	0.0	0.0	0.0
ENSTGUG00000004856	0.6891891891891891	0.07777777777777778	0.027700831024930747	0.0	0.03909643788010426
ENSTGUG00000004877	0.8275862068965517	0.03389830508474576	0.02459016393442623	0.0	0.020594965675057208
ENSTGUG00000004890	0.503242542153048	0.01634320735444331	0.008086748759419225	0.0025386079966151893	0.009475127789552425
ENSTGUG00000004895	0.6770833333333334	0.024484536082474227	0.012422360248447204	0.004573170731707317	0.014304872597228431
ENSTGUG00000004934	1.0	0.010416666666666666	0.04201680672268908	0.0	0.020202020202020204
ENSTGUG00000004945	0.17647058823529413	0.0125	0.0	0.0	0.004784688995215311
ENSTGUG00000004947	0.8181818181818182	0.024271844660194174	0.0	0.0	0.009140767824497258
ENSTGUG00000004960	0.8454106280193237	0.009419152276295133	0.0032520325203252032	0.003976143141153081	0.005698005698005698
ENSTGUG00000004993	0.8581081081081081	0.016791044776119403	0.016025641025641024	0.0	0.011084718923198733
ENSTGUG00000004997	0.8556701030927835	0.040268456375838924	0.01557632398753894	0.0	0.019428571428571427
ENSTGUG00000004998	0.8222222222222222	0.052478134110787174	0.01680672268907563	0.013392857142857142	0.031055900621118012
ENSTGUG00000005028	0.7333333333333333	0.010582010582010581	0.0	0.0	0.00408997955010225
ENSTGUG00000005059	1.0	0.03389830508474576	0.0	0.0	0.013201320132013201
ENSTGUG00000005062	0.6504854368932039	0.007424593967517401	0.005681818181818182	0.004405286343612335	0.005985915492957746
ENSTGUG00000005112	0.3409090909090909	0.0064794816414686825	0.0	0.0	0.002631578947368421
ENSTGUG00000005116	0.6428571428571429	0.009009009009009009	0.0	0.0	0.003424657534246575
ENSTGUG00000005124	0.5573770491803278	0.07352941176470588	0.03	0.008620689655172414	0.04230769230769231
ENSTGUG00000005133	0.75	0.06741573033707865	0.02727272727272727	0.0	0.03345724907063197
ENSTGUG00000005144	0.9	0.008695652173913044	0.022058823529411766	0.0	0.010554089709762533
ENSTGUG00000005147	0.84375	0.018867924528301886	0.004739336492890996	0.0	0.008547008547008548
ENSTGUG00000005151	0.6746411483253588	0.0535889872173058	0.02198952879581152	0.0029585798816568047	0.027689030883919063
ENSTGUG00000005220	0.6282051282051282	0.027874564459930314	0.0149812734082397	0.004166666666666667	0.0163727959697733
ENSTGUG00000005244	0.7222222222222222	0.0	0.017241379310344827	0.0	0.0048543689320388345
ENSTGUG00000005255	0.42032967032967034	0.05393258426966292	0.02296918767507003	0.004325883201153569	0.028877221324717286
ENSTGUG00000005268	0.7475728155339806	0.061068702290076333	0.023529411764705882	0.00546448087431694	0.030405405405405407
ENSTGUG00000005326	0.6733333333333333	0.05588235294117647	0.019498607242339833	0.0018050541516245488	0.027151639344262294
