Feature	CG_Weighted_mC	CA_Weighted_mC	CT_Weighted_mC	CC_Weighted_mC	CH_Weighted_mC
gene:ENSTGUG00000004696	0.6835443037974683	0.0576271186440678	0.03759398496240601	0.009523809523809525	0.03761348897535668
gene:ENSTGUG00000004719	0.6835443037974683	0.009174311926605505	0.011235955056179775	0.0	0.006430868167202572
gene:ENSTGUG00000004731	0.7450980392156863	0.03814713896457766	0.018617021276595744	0.003816793893129771	0.021890547263681594
gene:ENSTGUG00000004746	0.7777777777777778	0.017241379310344827	0.0	0.0	0.00625
gene:ENSTGUG00000004760	0.6408977556109726	0.011521652761223678	0.0023014959723820483	0.00229147571035747	0.005474952094169176
gene:ENSTGUG00000004803	0.6680497925311203	0.010551948051948052	0.004897159647404506	0.005376344086021506	0.007340674007340674
gene:ENSTGUG00000004832	0.8113207547169812	0.04736842105263158	0.031914893617021274	0.0	0.02722323049001815
gene:ENSTGUG00000004853	1.0	0.037037037037037035	0.1111111111111111	0.0	0.027777777777777776
gene:ENSTGUG00000004856	0.6270270270270271	0.053830227743271224	0.022113022113022112	0.0024937655860349127	0.027885360185902403
gene:ENSTGUG00000004877	0.92	0.043478260869565216	0.017316017316017316	0.005050505050505051	0.024725274725274724
gene:ENSTGUG00000004890	0.5993227990970654	0.017694144080887517	0.005193578847969783	0.002107683464265185	0.009093826896330374
gene:ENSTGUG00000004895	0.7241379310344828	0.03076923076923077	0.008333333333333333	0.0027210884353741495	0.014587332053742802
gene:ENSTGUG00000004934	0.5714285714285714	0.013071895424836602	0.011494252873563218	0.010638297872340425	0.011876484560570071
gene:ENSTGUG00000004945	0.3333333333333333	0.01694915254237288	0.0	0.0	0.007194244604316547
gene:ENSTGUG00000004947	0.5454545454545454	0.013297872340425532	0.00398406374501992	0.0	0.006674082313681869
gene:ENSTGUG00000004960	0.865979381443299	0.0034482758620689655	0.0027210884353741495	0.0	0.002209456473707468
gene:ENSTGUG00000004993	0.8561151079136691	0.007518796992481203	0.002932551319648094	0.008522727272727272	0.00641025641025641
gene:ENSTGUG00000004997	0.7606837606837606	0.04225352112676056	0.002551020408163265	0.003105590062111801	0.015902712815715623
gene:ENSTGUG00000004998	0.841726618705036	0.05333333333333334	0.037162162162162164	0.006211180124223602	0.03323262839879154
gene:ENSTGUG00000005028	0.5576923076923077	0.016129032258064516	0.005128205128205128	0.0	0.007633587786259542
gene:ENSTGUG00000005059	0.5714285714285714	0.02857142857142857	0.011904761904761904	0.0	0.017316017316017316
gene:ENSTGUG00000005062	0.573228346456693	0.008093889113719142	0.0030782761653474055	0.0029239766081871343	0.004957397366382649
gene:ENSTGUG00000005112	0.53125	0.013303769401330377	0.0	0.0	0.005080440304826418
gene:ENSTGUG00000005116	0.125	0.018691588785046728	0.008695652173913044	0.011764705882352941	0.013029315960912053
gene:ENSTGUG00000005124	0.29	0.05365853658536585	0.031746031746031744	0.0	0.031932773109243695
gene:ENSTGUG00000005133	0.696969696969697	0.027777777777777776	0.0	0.0	0.009302325581395349
gene:ENSTGUG00000005144	0.8653846153846154	0.026905829596412557	0.019230769230769232	0.014285714285714285	0.0202808112324493
gene:ENSTGUG00000005147	0.7	0.03225806451612903	0.014285714285714285	0.008130081300813009	0.019138755980861243
gene:ENSTGUG00000005151	0.7564766839378239	0.04121475054229935	0.021220159151193633	0.0032921810699588477	0.022718570516911295
gene:ENSTGUG00000005220	0.8118811881188119	0.021333333333333333	0.002631578947368421	0.0	0.00779896013864818
gene:ENSTGUG00000005244	0.6486486486486487	0.11965811965811966	0.018867924528301886	0.009900990099009901	0.05246913580246913
gene:ENSTGUG00000005255	0.46774193548387094	0.0625531914893617	0.013919095258808177	0.003790271636133923	0.029685494223363286
gene:ENSTGUG00000005268	0.7155963302752294	0.056112224448897796	0.019867549668874173	0.002785515320334262	0.028985507246376812
gene:ENSTGUG00000005326	0.6553398058252428	0.028606965174129355	0.018050541516245487	0.007680491551459293	0.018810148731408575
gene:ENSTGUG00000005348	0.75	0.08653846153846154	0.017241379310344827	0.0	0.044444444444444446
gene:ENSTGUG00000005420	0.8009049773755657	0.032454361054766734	0.005154639175257732	0.006109979633401222	0.0140485312899106
gene:ENSTGUG00000005437	0.7301587301587301	0.021060275962236745	0.008712487899322363	0.006134969325153374	0.013333333333333334
gene:ENSTGUG00000005496	0.6263736263736264	0.043689320388349516	0.013490725126475547	0.01366742596810934	0.02484848484848485
gene:ENSTGUG00000005526	0.8723958333333334	0.013249651324965132	0.002677376171352075	0.002002002002002002	0.006366182836771072
gene:ENSTGUG00000005528	0.6194690265486725	0.03951081843838194	0.011603375527426161	0.009259259259259259	0.02168413444163354
gene:ENSTGUG00000005541	0.6985294117647058	0.015625	0.018912529550827423	0.015037593984962405	0.01653543307086614
gene:ENSTGUG00000005579	0.7692307692307693	0.2	0.125	0.0	0.09574468085106383
gene:ENSTGUG00000005582	0.7659574468085106	0.03980099502487562	0.01764705882352941	0.00684931506849315	0.02321083172147002
gene:ENSTGUG00000005618	0.7450980392156863	0.031413612565445025	0.0	0.0	0.011461318051575931
gene:ENSTGUG00000005646	0.4492753623188406	0.030726256983240222	0.0078125	0.0035211267605633804	0.015590200445434299
gene:ENSTGUG00000005671	0.5959595959595959	0.013779527559055118	0.0076481835564053535	0.002347417840375587	0.008236101578586136
gene:ENSTGUG00000005695	0.584	0.011857707509881422	0.002403846153846154	0.0	0.005747126436781609
gene:ENSTGUG00000005733	0.34615384615384615	0.02729528535980149	0.0056179775280898875	0.004048582995951417	0.013916500994035786
gene:ENSTGUG00000005743	0.15555555555555556	0.009395973154362415	0.006172839506172839	0.0	0.005958829902491874
gene:ENSTGUG00000005745	0.826530612244898	0.03488372093023256	0.01126126126126126	0.0037735849056603774	0.019591836734693877
gene:ENSTGUG00000005778	0.7777777777777778	0.0	0.03076923076923077	0.0	0.00819672131147541
gene:ENSTGUG00000005782	0.8548387096774194	0.025423728813559324	0.031746031746031744	0.031496062992125984	0.02922077922077922
gene:ENSTGUG00000005788	0.7857142857142857	0.01910828025477707	0.008264462809917356	0.01680672268907563	0.015113350125944584
gene:ENSTGUG00000005790	0.6818181818181818	0.028446389496717725	0.00980392156862745	0.0	0.013385826771653543
gene:ENSTGUG00000005826	0.6535087719298246	0.0058309037900874635	0.0035460992907801418	0.0	0.003500583430571762
gene:ENSTGUG00000005872	0.8524590163934426	0.05405405405405406	0.015267175572519083	0.009259259259259259	0.028423772609819122
gene:ENSTGUG00000005884	0.42592592592592593	0.022792022792022793	0.018808777429467086	0.0	0.01376597836774828
gene:ENSTGUG00000005915	0.6391752577319587	0.041176470588235294	0.007633587786259542	0.0091324200913242	0.02192448233861145
gene:ENSTGUG00000005926	0.7685185185185185	0.02697841726618705	0.006968641114982578	0.012307692307692308	0.015807560137457044
gene:ENSTGUG00000005943	0.7391304347826086	0.061567164179104475	0.01141552511415525	0.006153846153846154	0.030792917628945343
gene:ENSTGUG00000005961	0.7529411764705882	0.024291497975708502	0.007936507936507936	0.008152173913043478	0.013909224011713031
gene:ENSTGUG00000005983	0.7224669603524229	0.01989683124539425	0.007107320540156361	0.002926829268292683	0.010556875164951175
gene:ENSTGUG00000005996	0.5193798449612403	0.01918158567774936	0.011396011396011397	0.0022675736961451248	0.012467532467532468
gene:ENSTGUG00000006045	0.5211267605633803	0.03680981595092025	0.006172839506172839	0.0	0.01564245810055866
gene:ENSTGUG00000006063	0.6666666666666666	0.03801652892561983	0.013377926421404682	0.006756756756756757	0.022014676450967312
gene:ENSTGUG00000006067	0.8636363636363636	0.005	0.0	0.0	0.0016835016835016834
gene:ENSTGUG00000006075	0.6384615384615384	0.013303769401330377	0.007217321571772253	0.0011507479861910242	0.00807149034303834
gene:ENSTGUG00000006139	0.7313432835820896	0.023109243697478993	0.00683371298405467	0.0	0.012313104661389622
gene:ENSTGUG00000006145	0.7767857142857143	0.055445544554455446	0.02145922746781116	0.0032258064516129032	0.03044496487119438
gene:ENSTGUG00000006166	0.0	0.0	0.005319148936170213	0.009708737864077669	0.004484304932735426
gene:ENSTGUG00000006169	0.42424242424242425	0.02962962962962963	0.009671179883945842	0.0	0.014462809917355372
gene:ENSTGUG00000006274	0.7761194029850746	0.06862745098039216	0.0234192037470726	0.006134969325153374	0.033660589060308554
gene:ENSTGUG00000006375	0.6967741935483871	0.02900041135335253	0.01139871764426502	0.004629629629629629	0.01771565921837443
gene:ENSTGUG00000006431	0.7401574803149606	0.03632478632478633	0.01182033096926714	0.010033444816053512	0.02100840336134454
gene:ENSTGUG00000006433	0.7346938775510204	0.022267206477732792	0.005063291139240506	0.012096774193548387	0.014072119613016711
gene:ENSTGUG00000006438	0.8449612403100775	0.022727272727272728	0.025477707006369428	0.0	0.015463917525773196
gene:ENSTGUG00000006442	0.417910447761194	0.005695687550854353	0.0	0.003278688524590164	0.0029985007496251873
gene:ENSTGUG00000006502	0.5357142857142857	0.0	0.021739130434782608	0.0	0.006134969325153374
gene:ENSTGUG00000006522	0.799761620977354	0.014613778705636743	0.0036537380550871277	0.00042426813746287653	0.0075298259338939955
gene:ENSTGUG00000006619	0.736	0.02178649237472767	0.0026292725679228747	0.004849660523763337	0.010707241476472246
gene:ENSTGUG00000006635	0.53125	0.004016064257028112	0.005479452054794521	0.0037243947858473	0.004468718967229395
gene:ENSTGUG00000006646	0.7695716395864106	0.04284621270084162	0.012688342585249802	0.006404391582799634	0.02157880360557225
gene:ENSTGUG00000006670	0.6785714285714286	0.008385744234800839	0.01179245283018868	0.0	0.007217321571772253
gene:ENSTGUG00000006707	0.5675675675675675	0.039886039886039885	0.011538461538461539	0.010416666666666666	0.023661270236612703
gene:ENSTGUG00000006724	0.7037037037037037	0.05649717514124294	0.0037313432835820895	0.0	0.025798525798525797
gene:ENSTGUG00000006739	0.7719298245614035	0.05778894472361809	0.021505376344086023	0.004291845493562232	0.031904287138584245
gene:ENSTGUG00000006759	0.7189542483660131	0.0440251572327044	0.020879120879120878	0.006191950464396285	0.025896414342629483
gene:ENSTGUG00000006777	0.6176470588235294	0.02895752895752896	0.008421052631578947	0.0	0.015637860082304528
gene:ENSTGUG00000006788	0.8623853211009175	0.07692307692307693	0.02207505518763797	0.0025380710659898475	0.03768115942028986
gene:ENSTGUG00000006844	0.6532258064516129	0.01639344262295082	0.006622516556291391	0.015873015873015872	0.01256281407035176
gene:ENSTGUG00000006855	0.5428571428571428	0.05958549222797927	0.0110803324099723	0.007017543859649123	0.02810077519379845
gene:ENSTGUG00000006861	0.49746192893401014	0.07355371900826446	0.01619047619047619	0.007911392405063292	0.038381742738589214
gene:ENSTGUG00000006877	0.875	0.07913669064748201	0.030303030303030304	0.014084507042253521	0.04854368932038835
gene:ENSTGUG00000006878	0.8356164383561644	0.05620608899297424	0.022535211267605635	0.0	0.0326530612244898
gene:ENSTGUG00000006879	0.8421052631578947	0.06790123456790123	0.042328042328042326	0.0	0.042316258351893093
gene:ENSTGUG00000006882	0.9090909090909091	0.09090909090909091	0.017857142857142856	0.0	0.042105263157894736
gene:ENSTGUG00000006885	0.6428571428571429	0.04918032786885246	0.03412073490813648	0.0	0.03228621291448516
gene:ENSTGUG00000006887	0.6966490299823633	0.033490011750881316	0.009606445615122404	0.001040582726326743	0.017186951946685375
gene:ENSTGUG00000007013	0.7632508833922261	0.01284796573875803	0.008869179600886918	0.0	0.008090614886731391
gene:ENSTGUG00000007017	0.7926829268292683	0.03109452736318408	0.013235294117647059	0.004123711340206186	0.018283392585068562
gene:ENSTGUG00000007075	0.8	0.05521472392638037	0.020833333333333332	0.0	0.027972027972027972
gene:ENSTGUG00000007076	0.6511627906976745	0.021660649819494584	0.011730205278592375	0.0	0.011061946902654867
gene:ENSTGUG00000007081	0.0	0.021341463414634148	0.0	0.0	0.009009009009009009
gene:ENSTGUG00000007085	0.8387096774193549	0.03146853146853147	0.007001166861143524	0.00631578947368421	0.01643835616438356
gene:ENSTGUG00000007097	0.014778325123152709	0.021505376344086023	0.0	0.00796812749003984	0.007905138339920948
gene:ENSTGUG00000007103	0.7590361445783133	0.0412224591329069	0.01020408163265306	0.005018820577164366	0.021893491124260357
