Window	CG_Weighted_mC	CA_Weighted_mC	CT_Weighted_mC	CC_Weighted_mC	CH_Weighted_mC
1	0.4327433628318584	0.026229679851312793	0.008122682271289082	0.002524361559139785	0.013862990154254805
2	0.41896625589072856	0.02611454010884751	0.008345090925378482	0.0025953954828359526	0.013910311281264492
3	0.4183592040569413	0.026221301162793753	0.008136978579481398	0.002784397235038618	0.013915903875449111
4	0.41832173515517856	0.026346269751840883	0.008395181210999263	0.00240893711450678	0.013971045677691703
5	0.41040101814189106	0.025509584571769463	0.008330243340475699	0.0027724991678288974	0.013682875002578756
6	0.40642416401273884	0.025600419450968644	0.007924426419733229	0.0026586082057814043	0.013547878900729437
7	0.40327014903776587	0.025691383309145655	0.007985893531134785	0.0025254923630837773	0.013563878277018576
8	0.3960242769737327	0.025014282216600018	0.00799830374706984	0.0024894643089890083	0.013318653369350454
9	0.37146557306281025	0.025467410019764925	0.00796538558211349	0.00255275401209291	0.01345732639421923
10	0.3610875301135712	0.024709334886534196	0.007804956790252622	0.0025000654467394433	0.013040310065733675
11	0.35499068943082135	0.02430202902475907	0.007810815489223686	0.002720424720266505	0.01295429181558707
12	0.33629865328164565	0.024639457661452757	0.007482984824802156	0.002619795495555704	0.012913317004485045
13	0.3248736565665482	0.023074882599684602	0.007346887668059664	0.0026004397271344147	0.01226113190643124
14	0.3194810810810811	0.024152122144295123	0.00714052851305457	0.002527141684152906	0.012551250365562048
15	0.3083462625661516	0.023551736355065547	0.0074519114298173365	0.002611745392134915	0.01249744765505131
16	0.30099817537834067	0.023083129561677122	0.007263380647879073	0.0025215490732242714	0.012169821893994855
17	0.2938172217533381	0.022773472239867868	0.0072702123711688	0.002533569799847986	0.012057577535306228
18	0.29160361351859493	0.022700474586900356	0.0071324099068583	0.0023528333307869767	0.011975540291082176
19	0.30203842451132223	0.02391545225834481	0.0071559129297701874	0.0023549156898224634	0.012468276601868084
20	0.29346599295028736	0.02011456680531064	0.006666143538810482	0.0023739401117271594	0.010694314439010442
21	0.46591126613777994	0.017844413272932142	0.006063965964550559	0.0022295634677868864	0.009422266838294623
22	0.5448829946759483	0.018392763698886146	0.005825457215541917	0.0021320793672864866	0.009607305645343754
23	0.6111631684157921	0.017846359861959784	0.005978920385596051	0.0021933540000091583	0.0095469154453864
24	0.6293261047721112	0.01790084991295298	0.005676291582136009	0.002166476097009985	0.009414763575966408
25	0.6504280307337438	0.018322128437365314	0.005992083228298712	0.0020276684577738044	0.00968471268766168
26	0.652327609231881	0.017443675452805184	0.005726963655807569	0.002157794063917127	0.009282285843356485
27	0.6769153066700337	0.01704240308563617	0.0056268869645997146	0.0020949877306393077	0.009093523153391587
28	0.6717224946157724	0.017791927545018578	0.005910627558535541	0.0020498319739409203	0.009504846261138405
29	0.6718954444962476	0.017414655191486536	0.005820504323200675	0.00209570380719525	0.009349966916984113
30	0.6798612616518535	0.018374782195469667	0.006026303040328965	0.002235514470424748	0.009783458473033312
31	0.6768596274640148	0.01785677905673831	0.006031413149034006	0.0021663941405631873	0.009579819898993565
32	0.6803467822607536	0.01777065187411553	0.005642528254499791	0.0021191526390014104	0.009360169571007859
33	0.6753679421996254	0.017780227407271317	0.005934216866135366	0.0024187936125792315	0.009573473019275521
34	0.6726553062430926	0.01750678336236151	0.0060545223171589585	0.0021887150849956975	0.00944466173119772
35	0.6939540185283989	0.017407553334393224	0.005844267891037039	0.0020414546457386737	0.00928110549378858
36	0.6905359615449561	0.016739308536785187	0.005633259793946923	0.0020830356434071605	0.008957666328815518
37	0.6813482286498588	0.016399422415709602	0.005417204741171462	0.0021815830445482396	0.008778703111485221
38	0.6779613887344085	0.017405472508146693	0.005763569896581367	0.0022170728916351985	0.009276622971048162
39	0.6895119418483905	0.016446231633121436	0.005710481116235984	0.0021214950180479704	0.008859735204181214
40	0.6814520314269855	0.01726364728067172	0.005668050867283847	0.002133615396637567	0.009168372471863898
41	0.5942311440265056	0.019651658504889143	0.0060432370310636386	0.0024778787012396724	0.010506880106034523
42	0.5979115874695248	0.020049611334248183	0.0064049327397564535	0.0023079833522512295	0.010953710830126443
43	0.5854576262739528	0.021019914964008322	0.006217165152623592	0.0024712321290498644	0.011331703301813403
44	0.5817586629052004	0.02181101838400182	0.006463570565533098	0.0022923002800445662	0.01168311872252593
45	0.5771701130111927	0.021312109820198342	0.006640444828681159	0.0023462813303042718	0.011551348298188512
46	0.5713594841483074	0.02225086421430816	0.00687921220798268	0.0023013597262047914	0.012005691941597809
47	0.5610761553482317	0.021728356921730287	0.00663736006095774	0.0023621143515107535	0.011693919798132172
48	0.5572615219721329	0.022119151175701665	0.006710514932649344	0.002443577250112074	0.01188603660563443
49	0.5493812181509342	0.021979462905760232	0.0068853966571982735	0.0021518867305181304	0.0117868384727888
50	0.5499691796424838	0.021700118063754426	0.007042615294804436	0.002349833814735708	0.011811020243172102
51	0.5480738786279683	0.02200768035899206	0.006994995851422151	0.0024446147778265626	0.011949338398456969
52	0.5326150571960628	0.022324389704639156	0.006849071414850248	0.0024250268724220142	0.012014480926501484
53	0.5352388620504562	0.022160101762929093	0.006940781188368192	0.002438217122683142	0.011929931322263757
54	0.5303753351206434	0.022681843177989405	0.007051974338251597	0.0026700788449875003	0.012258375264455676
55	0.5397537619699042	0.02257419605480839	0.0071925676800639335	0.002471837263959802	0.012206213534828314
56	0.5382264680780773	0.022783706677937447	0.0069867075737917225	0.0025048633626679018	0.012208398678167358
57	0.538734163085338	0.023116172612069448	0.007225630538513974	0.0024106369354777958	0.01241910014901141
58	0.5273496609314577	0.022496486336254232	0.007234382158639138	0.0025853587852626924	0.012217518829077173
59	0.5296894201765165	0.023083506041572558	0.007406344974937126	0.0026420582166487737	0.012511872645785255
60	0.5328936566143069	0.023293770572408046	0.007375239035222997	0.002531482226489855	0.012534531103488171
