Window	CG_Weighted_mC	CA_Weighted_mC	CT_Weighted_mC	CC_Weighted_mC	CH_Weighted_mC
2	0.41101843604070504	0.026756877686331403	0.00868701694303204	0.00287947706249645	0.014355821179751161
3	0.41668891143024933	0.027102256478694863	0.008635100737988037	0.0028698547136051236	0.014451919575259233
4	0.40303951367781155	0.02708202280994448	0.00879801516777815	0.002965058133643497	0.014540597455207997
5	0.39943027320989255	0.02661669577637104	0.00880349190432654	0.0031231194296683167	0.01434476575532002
6	0.3962386175496689	0.026773691385026308	0.008573558648111332	0.0025160933369632993	0.014183571253737556
7	0.3877767892447608	0.026127044862664452	0.008593665223839208	0.0027252088509074368	0.013994771425312968
8	0.383954370712832	0.027060777944029446	0.008424403832613952	0.002657714365645545	0.01428490460986563
9	0.3557423661762888	0.026944045911047345	0.00843035791289349	0.0027496433986130674	0.0142171949942975
10	0.3568828630756077	0.026079179023678387	0.008541921822777831	0.0029235217685705398	0.0139340031832874
11	0.34537789105113975	0.02662205583232615	0.008432165843106215	0.0027746769384839423	0.014083008402438355
12	0.33302561189225016	0.025616271412694014	0.008406715155075638	0.0028021210757546936	0.013691054653153779
13	0.31999813057905313	0.02496992950562585	0.008557038775609994	0.002702311666612216	0.013425615801822654
14	0.30909877498975363	0.02559819654064848	0.008415929173997081	0.0029505920469009143	0.013672277234919428
15	0.303664346718774	0.02640473306742592	0.008296680307375168	0.002779071192255851	0.01393417228508623
16	0.2984580037997614	0.026204110436001436	0.008294946717084908	0.0027446717461129446	0.01377869419915231
17	0.28249286179995053	0.026747803562368146	0.00882776929335027	0.002482066809823217	0.014171450128614082
18	0.2813268405573502	0.026478766212458767	0.00800115092627432	0.0027455189786022125	0.013866063265924392
19	0.30157597913555206	0.0273893435066869	0.008418180228868087	0.002613018590077173	0.014345569503402458
20	0.3006261482509092	0.02506185589990118	0.008494904227560465	0.002837693849270978	0.013355106014467323
21	0.4792103619081619	0.022355204873894294	0.007610663022959886	0.0024881977904316933	0.011714178766327153
22	0.5712399161714466	0.023262749776319713	0.007886306039223186	0.0025203086381474626	0.01229023984364827
23	0.6268612611429416	0.02267527346814978	0.007584281819362098	0.002421319161636292	0.012030220156580597
24	0.6358261268343816	0.02333012689586106	0.007531602317085825	0.0025878759912659186	0.012267162177153403
25	0.6627808321455236	0.023158460208065827	0.007565087494664959	0.002482018517101538	0.012212903744821205
26	0.656896777574011	0.023194910944575216	0.0076471192427098895	0.0024453922015682697	0.012263874737963906
27	0.6880084607875041	0.0235263127828521	0.007642838453805582	0.0027275050530864483	0.012451615968771054
28	0.6777557880187227	0.022829251992935222	0.007412484286637714	0.0024424315763248747	0.012079707865349803
29	0.6738503732099169	0.02330306886313352	0.007904756864124732	0.00242713269889478	0.0124248802727526
30	0.6904876580373269	0.02362144725813416	0.007887820385334407	0.0024921048443167443	0.012547748405850035
31	0.6796052074214227	0.022260585374853394	0.007614693091771662	0.002472555417321972	0.011925823329942698
32	0.6880520688052069	0.02378723564507712	0.007950322936080927	0.0025411600534396843	0.012636170091531165
33	0.6780975907627401	0.022981984778582973	0.008025756674836482	0.002554133550284749	0.012327111946971244
34	0.6863681991567958	0.02290373164105288	0.00745942047734786	0.0025827214079733626	0.012103896407724971
35	0.6967136501289865	0.02266382392871484	0.0075622039752631905	0.0024462043815939648	0.011999428860136635
36	0.7027355551359517	0.022552721540449634	0.007609289924431363	0.0025144362747556615	0.012008837405816491
37	0.6967322848395245	0.022723841669915076	0.007463638683337586	0.0025995741401157397	0.012027605700478668
38	0.6943665830681364	0.022649720899429186	0.007382435289412034	0.002736193422239441	0.011987493828133418
39	0.6961820970215514	0.02145981535426959	0.0074483364392797366	0.0023514838492950797	0.011443789037085797
40	0.699958894595348	0.02259045459753623	0.007616029385819282	0.0024703897156856574	0.011973796065536946
41	0.5962487046632124	0.024744835284885233	0.0077577596561097415	0.0027863396336635948	0.013179683546187967
42	0.5880751626114189	0.0253554006888581	0.007566874916113544	0.002737708329997919	0.013618399608865711
43	0.5785128244946554	0.025998416110419732	0.007882404654939914	0.002738312564489245	0.014001471823337427
44	0.5723354123354123	0.02630078051321663	0.007805992702613054	0.002727689576385106	0.014073086869212211
45	0.5643115156769253	0.02581396499084978	0.00820575208808175	0.0027911886006919333	0.014014144781296456
46	0.5427510339588667	0.026319646275498355	0.00810077012800943	0.002741794173785162	0.014174914773087305
47	0.5496455895589559	0.02650355629044956	0.008258432802227971	0.002830900366306064	0.014316037202145233
48	0.539009507591883	0.026986557536993874	0.008438694429530037	0.0028721784220367406	0.014536360720836292
49	0.5374256185405575	0.026883979961748426	0.008372980903256675	0.002702599095300161	0.014430817779212164
50	0.5345030551039857	0.027595599363839766	0.008442348646181928	0.0028947738019069616	0.014811847669717769
51	0.5263071939900378	0.026964997684583845	0.008248051791466022	0.0028952097086549695	0.01448835374894624
52	0.5304594378836678	0.02780565037271259	0.00853558181085803	0.002884088928645789	0.014905391739167403
53	0.5236363636363637	0.027194272489939237	0.00829349981711004	0.0025811223644621826	0.014481252096508955
54	0.527661334804192	0.027061145427642937	0.00860923685870034	0.002930685433336547	0.014617536489186012
55	0.526634179129558	0.027599752148692494	0.00862332017673341	0.0029124090112006874	0.014809352070412084
56	0.5185642522380939	0.027780527615921025	0.008809325812301497	0.0029000689392217954	0.01494346236098839
57	0.5267252557268405	0.027710669178963865	0.00887267658228975	0.002924483682799937	0.014979626480833645
58	0.5233058806530848	0.027768197952810957	0.008773263710801888	0.0029449169382402035	0.014993526354305443
59	0.5252927332422931	0.027650186564942936	0.008676840168925046	0.0029548567969670905	0.014855592440421062
60	0.5225260895387313	0.027887015818838515	0.00892640366147854	0.002779310810327919	0.014957135557616245
