Window	CG_Weighted_mC	CA_Weighted_mC	CT_Weighted_mC	CC_Weighted_mC	CH_Weighted_mC
1	0.44955564398461334	0.03359128796076837	0.010482114012749838	0.003285085882764307	0.01787769300031196
2	0.44273559331132406	0.032634621763785995	0.010698273435700904	0.003198086348331405	0.017558170467109474
3	0.4445886872433435	0.03238534187635705	0.010609942884953979	0.003431945437736573	0.017452403964082576
4	0.424791834542036	0.03318600024036215	0.010607243816763538	0.0032121357007802143	0.017704174448018816
5	0.4272428026542662	0.032599055586183756	0.011289599629849193	0.0030678440476448765	0.017705633209383745
6	0.4257217987197535	0.03242467796026248	0.010587525692903195	0.003036671633117635	0.017366268163292606
7	0.4148542049950856	0.03208891406385336	0.01025376282832958	0.0033090167365880164	0.01715081782241138
8	0.4117936882503955	0.032407394589446345	0.010781339550682499	0.003176065883237082	0.01743807945829534
9	0.39123821113477336	0.031750084882021	0.010231725679798909	0.003156679533893719	0.01696773865817378
10	0.38198202671168263	0.03158925430232095	0.010368007640551246	0.0032262781728115233	0.016938588001266686
11	0.37064640963164686	0.03179103836405035	0.010453491584132295	0.003363101324789238	0.01706120516637704
12	0.3543802201974184	0.03104010452666976	0.010429634461067611	0.00310407622691487	0.01665540686552158
13	0.33813403048481594	0.031028029622248123	0.010150615804025443	0.003133363796592467	0.01657132316516449
14	0.33454128869353783	0.031805649163654186	0.010656274561173696	0.0028223816300811254	0.016925073976553566
15	0.33190238975230135	0.030784431545756958	0.010551991806371624	0.0033015225612291364	0.016718956507346946
16	0.33210579951825087	0.031308695912949325	0.010773048680989937	0.0032788519035280047	0.016935244405948097
17	0.31397544853635506	0.03205225777826717	0.01057644600666662	0.002988821498937708	0.017108580260207507
18	0.3130432629206805	0.03251390176864645	0.010214431634737639	0.0031520546924084466	0.017173877024916732
19	0.3301284284354026	0.03366829500036147	0.010062715070982735	0.0031783694302662435	0.017640653749821
20	0.3327561441136538	0.02904720532869968	0.010271561623599202	0.0030214317277949625	0.015672993400918267
21	0.5179753309265944	0.02629479128186184	0.009267044915585323	0.0027695912352744285	0.013929646229698278
22	0.5955869450780839	0.025692101179773896	0.008906928997414226	0.0025413803009878234	0.013639484431735335
23	0.6608810645507893	0.026422438392530796	0.008905892423527767	0.0026450235430924376	0.014041936438113368
24	0.6723266793671829	0.0268014290592902	0.008965860898306846	0.0027917979561931944	0.014193957155604694
25	0.6942588761911221	0.02760297712547421	0.009045821875526125	0.0028010670731707316	0.014584581269974738
26	0.6961862760007435	0.027243350581871675	0.00955106979960373	0.0031260037367280558	0.014713181759371434
27	0.7155417594383319	0.027400943511525017	0.009305700452077147	0.0028817115060977014	0.014676775331253254
28	0.7104439773438378	0.028057736284980078	0.008994376500539792	0.002769810848723653	0.014805096378521392
29	0.7109829360260753	0.027436072669286406	0.009263412324636814	0.002615612665253288	0.0146146836876421
30	0.7219844714801003	0.027703190210087006	0.009551492459185998	0.0029019644392853966	0.014851712573749943
31	0.7173667711598746	0.02704354193308857	0.009040459298194164	0.0028811228675646424	0.01441266134786275
32	0.7236265923566879	0.02759835584263065	0.009322884103697457	0.002754241492211529	0.014672546676008738
33	0.7103277709077267	0.026754726145987576	0.009148823519365105	0.002811265224455293	0.01429671530345242
34	0.7214651458914687	0.027485974529647156	0.0091506120162055	0.0028525126309845933	0.014596286314409115
35	0.7290551680405833	0.026972261079409414	0.009034766401526216	0.002559484311309129	0.014291986246541783
36	0.7349926101093703	0.027097832941905122	0.009015076297603985	0.002812371766856716	0.01437318448233587
37	0.7261830762915616	0.026712149394645484	0.009032305505171822	0.0027604385228703317	0.014193368150671643
38	0.7311767869004565	0.026526512132392214	0.00886258270693613	0.0028960904273601343	0.014078887594066641
39	0.7352682816391216	0.025568884380902546	0.008461719855368652	0.002639052760172491	0.013506952442561832
40	0.733041388821748	0.02685261803543284	0.009152956484497514	0.002785556093897978	0.014294754581226012
41	0.6267668813174107	0.028719746201859443	0.009414823422820113	0.0029748985915071325	0.01544971293768102
42	0.6170451884804495	0.02996620352985355	0.00915006795936128	0.0028696194635059263	0.016136705482992297
43	0.6144423763770813	0.03059823982064297	0.009299070331833251	0.002936630602782071	0.016480085575248517
44	0.6069533196144266	0.030876768476978584	0.009977984518145019	0.0030284652996247583	0.0168207065791669
45	0.5898847032277593	0.03159065914630617	0.009819431053365659	0.003120336453669787	0.017047135848245982
46	0.5759896451299752	0.03252646202414593	0.009939953985194004	0.0030956142330549915	0.017463056918683634
47	0.5728695272885884	0.032282311386789	0.00986554729283416	0.002968767660023358	0.017310711827510872
48	0.5725795401605875	0.03195151914339509	0.009861171931402601	0.002979104992814879	0.017128612788355986
49	0.5858583091337461	0.032721484032357626	0.009991790170033646	0.0032285312060065696	0.01755403919494474
50	0.5695331828933416	0.03281037618662568	0.010126167536432834	0.003063345888237284	0.017638165337504712
51	0.5595234915462486	0.032221766038653954	0.010317490603117666	0.0031780268698156284	0.01751799998597859
52	0.5639471384884229	0.03315000558080902	0.010348116816171583	0.003376676892083696	0.017923349641982677
53	0.5614512723635959	0.03298215704816576	0.010149558371502509	0.003048664448994816	0.017635621180882473
54	0.5573843540256774	0.033533168920108096	0.010405319201138427	0.003170366713463645	0.018028636088641914
55	0.563455679261938	0.03299571562908884	0.010558505489981794	0.003136946602540387	0.017809530996219798
56	0.5577939705672239	0.03341157758945939	0.010725364907120168	0.003154780958698595	0.018026616055491537
57	0.55567433260141	0.03333531011076036	0.010644188919319153	0.0033091107985622754	0.018025103454582865
58	0.5526141818286339	0.033108095735135235	0.010247236919237282	0.0030726861414379857	0.017747032668210046
59	0.5604108685048633	0.03326627538005268	0.010166095730944548	0.003416428599381677	0.0178029856898887
60	0.5567094450073173	0.03341886876124529	0.010573576885692559	0.00358343189722811	0.018030674055935045
