Feature	CG_Weighted_mC	CA_Weighted_mC	CT_Weighted_mC	CC_Weighted_mC	CH_Weighted_mC
gene:ENSTGUG00000004696	0.556390977443609	0.049170251997541485	0.015574302401038288	0.0021337126600284497	0.02339309138609532
gene:ENSTGUG00000004719	0.46728637826242403	0.05626057529610829	0.022864385297845374	0.005726184279021343	0.02919732274833502
gene:ENSTGUG00000004731	0.6823529411764706	0.0326197757390418	0.012286324786324786	0.003695491500369549	0.017736649315596684
gene:ENSTGUG00000004746	0.9038461538461539	0.013468013468013467	0.0	0.0	0.004987531172069825
gene:ENSTGUG00000004760	0.5302491103202847	0.019033937870353745	0.006821675634127594	0.0041867546308043645	0.010738072583933668
gene:ENSTGUG00000004803	0.42627737226277373	0.015820698747528016	0.00644216691068814	0.003766478342749529	0.009482129832239242
gene:ENSTGUG00000004832	0.6526315789473685	0.06706652126499454	0.02144469525959368	0.005438477226376614	0.0332873744337207
gene:ENSTGUG00000004856	0.4380305602716469	0.07476932866687878	0.024303497332542976	0.005591524426133019	0.03844282238442823
gene:ENSTGUG00000004877	0.5217391304347826	0.03656059580230196	0.01292466765140325	0.004262120404901438	0.020029181589070168
gene:ENSTGUG00000004890	0.4383408071748879	0.022820740262882024	0.008205128205128205	0.0034141443121503373	0.012520396878794205
gene:ENSTGUG00000004895	0.5876288659793815	0.031292649639305906	0.01190855927698033	0.004430124848973017	0.017187961050457362
gene:ENSTGUG00000004934	0.3333333333333333	0.023734177215189875	0.0035460992907801418	0.008547008547008548	0.012928248222365869
gene:ENSTGUG00000004945	0.32142857142857145	0.014760147601476014	0.0	0.00980392156862745	0.008275862068965517
gene:ENSTGUG00000004947	0.4858156028368794	0.026242038216560508	0.008887691893347698	0.004303719643406086	0.013772839959599669
gene:ENSTGUG00000004960	0.6385281385281385	0.015719467956469165	0.004136300965136892	0.0016783216783216783	0.008171179281213213
gene:ENSTGUG00000004993	0.4033485540334855	0.05705937956518003	0.02183996907614998	0.004002501563477173	0.030753835890593727
gene:ENSTGUG00000004997	0.7831325301204819	0.07293666026871401	0.015037593984962405	0.0	0.0310391363022942
gene:ENSTGUG00000004998	0.5468409586056645	0.051769698910954516	0.01865247258996406	0.005382775119617225	0.028771873236029352
gene:ENSTGUG00000005028	0.34146341463414637	0.012414649286157667	0.006510416666666667	0.003134796238244514	0.00804093567251462
gene:ENSTGUG00000005059	0.47058823529411764	0.021505376344086023	0.00205761316872428	0.006644518272425249	0.010383386581469648
gene:ENSTGUG00000005062	0.41935483870967744	0.013418816162218577	0.005175658720200753	0.0033845719926667607	0.008118591574706078
gene:ENSTGUG00000005112	0.2786885245901639	0.007112375533428165	0.0028702640642939152	0.0018050541516245488	0.004436378302077031
gene:ENSTGUG00000005116	0.313953488372093	0.01098901098901099	0.011190233977619531	0.004070556309362279	0.009125475285171103
gene:ENSTGUG00000005124	0.41935483870967744	0.06033940917661848	0.013456090651558074	0.00805523590333717	0.031508264462809916
gene:ENSTGUG00000005133	0.427536231884058	0.03066164604626143	0.0171990171990172	0.0013513513513513514	0.017491626349088202
gene:ENSTGUG00000005144	0.7580645161290323	0.0196078431372549	0.012552301255230125	0.0	0.01088646967340591
gene:ENSTGUG00000005147	0.7205882352941176	0.05465288035450517	0.02	0.008547008547008548	0.03037249283667622
gene:ENSTGUG00000005151	0.46340870410892293	0.03378106527188883	0.01188744545317751	0.004146763949398982	0.01877749407819854
