Feature	CG_Weighted_mC	CA_Weighted_mC	CT_Weighted_mC	CC_Weighted_mC	CH_Weighted_mC
gene:ENSTGUG00000004696	0.640625	0.0441025641025641	0.0096514745308311	0.0052417006406523005	0.020426608821402747
gene:ENSTGUG00000004719	0.42406369802418165	0.040372670807453416	0.016491945793914598	0.005311965427208067	0.02136958310866419
gene:ENSTGUG00000004731	0.6065573770491803	0.022974607013301087	0.00797057020232986	0.0035810205908683975	0.012494320763289414
gene:ENSTGUG00000004746	0.8421052631578947	0.00784313725490196	0.0	0.0	0.0029282576866764276
gene:ENSTGUG00000004760	0.4894366197183099	0.017974392646093237	0.005041011619958988	0.002610077167498865	0.009204892966360857
gene:ENSTGUG00000004803	0.4330827067669173	0.012916559028674762	0.0028760425654299686	0.0022168480451430876	0.006663953606674128
gene:ENSTGUG00000004832	0.6	0.04636519748139668	0.0157251019219569	0.002686366689053056	0.02261255804562891
gene:ENSTGUG00000004853	0.9090909090909091	0.09090909090909091	0.0	0.0	0.03225806451612903
gene:ENSTGUG00000004856	0.4398782343987823	0.04826038159371493	0.015848621650177697	0.004880952380952381	0.025169441337106007
gene:ENSTGUG00000004877	0.5905511811023622	0.023066104078762306	0.010012515644555695	0.0017174753112924003	0.012995594713656388
gene:ENSTGUG00000004890	0.4140052046368583	0.01846486097363448	0.006360270951480782	0.003807139024452564	0.010296523376819763
gene:ENSTGUG00000004895	0.47527910685805425	0.022520107238605896	0.009577626664112633	0.006021730593009556	0.01359754014349163
gene:ENSTGUG00000004934	0.27586206896551724	0.01566951566951567	0.003289473684210526	0.0024630541871921183	0.008158508158508158
gene:ENSTGUG00000004945	0.4186046511627907	0.009174311926605505	0.002457002457002457	0.0029069767441860465	0.005054759898904802
gene:ENSTGUG00000004947	0.3992248062015504	0.022426553038797935	0.006372549019607843	0.001784121320249777	0.011090573012939002
gene:ENSTGUG00000004960	0.6222222222222222	0.015313493210054898	0.004558033534103858	0.0040205494750949295	0.008664918481359024
gene:ENSTGUG00000004993	0.46298472385428907	0.03272995936461027	0.01004149377593361	0.0036722274682614627	0.017057751452329423
gene:ENSTGUG00000004997	0.7699115044247787	0.03273809523809524	0.02710843373493976	0.0	0.02190580503833516
gene:ENSTGUG00000004998	0.5035897435897436	0.034737397332529577	0.012210823607592307	0.002935995302407516	0.018714245591213468
gene:ENSTGUG00000005028	0.36416184971098264	0.01720647773279352	0.005055611729019211	0.0037257824143070045	0.00925226586102719
gene:ENSTGUG00000005059	0.8461538461538461	0.014644351464435146	0.004048582995951417	0.003663003663003663	0.008032128514056224
gene:ENSTGUG00000005062	0.48010160880609654	0.012742344317325478	0.005058168942842691	0.0021442986881937435	0.007507424925750742
gene:ENSTGUG00000005112	0.19583333333333333	0.010887772194304857	0.0045	0.005087209302325582	0.007286606523247745
gene:ENSTGUG00000005116	0.2222222222222222	0.010762331838565023	0.0054005400540054005	0.002320185614849188	0.006476683937823834
gene:ENSTGUG00000005124	0.33793103448275863	0.04910179640718563	0.010585305105853052	0.002103049421661409	0.023894014667612963
gene:ENSTGUG00000005133	0.28688524590163933	0.02490726020137785	0.013374485596707819	0.002172338884866039	0.014581734458940905
gene:ENSTGUG00000005144	0.859375	0.01639344262295082	0.004016064257028112	0.004784688995215311	0.008547008547008548
gene:ENSTGUG00000005147	0.627906976744186	0.01639344262295082	0.007308160779537149	0.001694915254237288	0.009271523178807948
gene:ENSTGUG00000005151	0.4619742863368926	0.02965938480162879	0.00989322555347771	0.003466327108092813	0.01631129828893985
gene:ENSTGUG00000005220	0.6085192697768763	0.04881366178026296	0.015995872033023734	0.0028089887640449437	0.026121000795252952
gene:ENSTGUG00000005244	0.5444444444444444	0.03420074349442379	0.00878048780487805	0.001422475106685633	0.018223234624145785
gene:ENSTGUG00000005255	0.46495270434149893	0.03598047852777894	0.012476719712914313	0.0034598085572598316	0.01960654251585051
gene:ENSTGUG00000005268	0.5266666666666666	0.0465352449223417	0.017286366601435094	0.004016064257028112	0.025662858629579698
gene:ENSTGUG00000005326	0.6264822134387352	0.04306020066889632	0.014377485469562558	0.0036188178528347406	0.0234055658211546
gene:ENSTGUG00000005348	0.41818181818181815	0.03963011889035667	0.01444043321299639	0.005574136008918618	0.022391991570073762
gene:ENSTGUG00000005420	0.5559633027522936	0.038416490981494494	0.009364717792963807	0.00471976401179941	0.018690783807062877
gene:ENSTGUG00000005437	0.6101083032490975	0.0240154675892948	0.006358578403542637	0.003336422613531047	0.012901077864247368
gene:ENSTGUG00000005496	0.31614349775784756	0.02738858545080345	0.009001211701575211	0.002798734485276223	0.014596512883814226
gene:ENSTGUG00000005526	0.7611607142857143	0.005131494547787043	0.004450095359186269	0.0	0.003672869735553379
gene:ENSTGUG00000005528	0.4577114427860697	0.03722504230118443	0.012280212112754674	0.004441624365482234	0.01993497323393215
gene:ENSTGUG00000005541	0.345531914893617	0.026506327519989926	0.009812900693444983	0.002278355621594849	0.014395114385420706
gene:ENSTGUG00000005579	0.2857142857142857	0.041666666666666664	0.0	0.0	0.013333333333333334
gene:ENSTGUG00000005582	0.4712041884816754	0.03680981595092025	0.011229646266142616	0.006746626686656672	0.020443255636224685
gene:ENSTGUG00000005618	0.5373831775700935	0.05033971587399629	0.0117096018735363	0.001610305958132045	0.02484548825710754
gene:ENSTGUG00000005646	0.3473684210526316	0.04101649576460098	0.021081576535288724	0.0042643923240938165	0.024691358024691357
gene:ENSTGUG00000005671	0.38028169014084506	0.029286880783886773	0.01122120090724603	0.003343166175024582	0.016779264361725613
gene:ENSTGUG00000005695	0.43830128205128205	0.026499523960647413	0.009293790327354525	0.003057611844222723	0.014431749849669273
gene:ENSTGUG00000005733	0.4423791821561338	0.017277486910994764	0.00481381849072632	0.001521077792264233	0.008961408961408962
gene:ENSTGUG00000005743	0.1456953642384106	0.003436426116838488	0.002142857142857143	0.002066115702479339	0.0026157467957101752
gene:ENSTGUG00000005745	0.5258855585831063	0.025778210116731516	0.009718540956708318	0.003075467234445233	0.014822813389614215
