Feature	CG_Weighted_mC	CA_Weighted_mC	CT_Weighted_mC	CC_Weighted_mC	CH_Weighted_mC
gene:ENSTGUG00000004696	0.7650602409638554	0.05785562632696391	0.0191415313225058	0.001889168765743073	0.027906081601231716
gene:ENSTGUG00000004719	0.4403361344537815	0.061581301926412854	0.027101985208252237	0.007982583454281567	0.033360323886639676
gene:ENSTGUG00000004731	0.5757575757575758	0.061341571050308914	0.019885108263367212	0.010026737967914439	0.03302904564315353
gene:ENSTGUG00000004746	0.7941176470588235	0.041176470588235294	0.02127659574468085	0.015748031496062992	0.0273972602739726
gene:ENSTGUG00000004760	0.46108949416342415	0.02	0.006986404833836858	0.003945810864132579	0.01115836026535125
gene:ENSTGUG00000004803	0.5008880994671403	0.017412231030577575	0.005497022446174988	0.0022763487366264513	0.009385760302121515
gene:ENSTGUG00000004832	0.6521739130434783	0.07167630057803469	0.024615384615384615	0.006954102920723227	0.03630294179011058
gene:ENSTGUG00000004853	0.7560975609756098	0.0	0.0	0.0	0.0
gene:ENSTGUG00000004856	0.42260061919504643	0.07603483706820628	0.03102189781021898	0.006794721024434862	0.041121082830660585
gene:ENSTGUG00000004877	0.7339743589743589	0.05110782865583456	0.018867924528301886	0.004757785467128028	0.027385060670154737
gene:ENSTGUG00000004890	0.43453355155482815	0.030241250424736663	0.009702673440493045	0.004368251875051512	0.016208033420426343
gene:ENSTGUG00000004895	0.5604606525911708	0.040021990104452995	0.013179571663920923	0.003635214161529951	0.020861204013377925
gene:ENSTGUG00000004934	0.574468085106383	0.03388189738625363	0.004677268475210477	0.0016722408026755853	0.015185185185185185
gene:ENSTGUG00000004945	0.32142857142857145	0.0037313432835820895	0.012195121951219513	0.005847953216374269	0.0072992700729927005
gene:ENSTGUG00000004947	0.36015325670498083	0.03818953323903819	0.015086206896551725	0.005233990147783251	0.020978396714872345
gene:ENSTGUG00000004960	0.638623326959847	0.022535211267605635	0.006827964969571026	0.007243289305496378	0.013304921781612182
gene:ENSTGUG00000004993	0.43523316062176165	0.02318506947299186	0.009381546588942526	0.0039118065433854906	0.013237063778580024
gene:ENSTGUG00000004997	0.5473684210526316	0.03409090909090909	0.013422818791946308	0.0	0.016149068322981366
gene:ENSTGUG00000004998	0.5515055467511886	0.055716611731067074	0.018669566793547216	0.00453838174273859	0.03007674756274632
gene:ENSTGUG00000005028	0.35185185185185186	0.0210589651022864	0.006622516556291391	0.0018552875695732839	0.010906612133605999
gene:ENSTGUG00000005059	0.9	0.006060606060606061	0.005952380952380952	0.0	0.004739336492890996
gene:ENSTGUG00000005062	0.5202156334231806	0.016107678729037952	0.0055831739961759086	0.002758801891749869	0.009129889449581425
gene:ENSTGUG00000005112	0.2932692307692308	0.015737410071942445	0.007387862796833773	0.004336513443191674	0.01024279210925645
gene:ENSTGUG00000005116	0.16161616161616163	0.023174971031286212	0.00847457627118644	0.009296148738379814	0.013923013923013924
gene:ENSTGUG00000005124	0.60625	0.05123087159015303	0.021291208791208792	0.01126126126126126	0.03067325188458539
gene:ENSTGUG00000005133	0.47	0.0673076923076923	0.022278481012658228	0.004864489228630994	0.034137291280148425
gene:ENSTGUG00000005144	0.8292682926829268	0.0425531914893617	0.058823529411764705	0.007462686567164179	0.037383177570093455
gene:ENSTGUG00000005147	0.7307692307692307	0.03620689655172414	0.0199203187250996	0.002638522427440633	0.02190280629705681
gene:ENSTGUG00000005151	0.4750186428038777	0.0476535167088913	0.01605447995657395	0.004851863321977908	0.02607127998890584
gene:ENSTGUG00000005220	0.6252983293556086	0.07047849369493868	0.02789295137580098	0.005198358413132695	0.03898305084745763
gene:ENSTGUG00000005244	0.5888888888888889	0.05753646677471637	0.016129032258064516	0.0013908205841446453	0.02959760558696375
gene:ENSTGUG00000005255	0.47204654692638504	0.05387899735687938	0.020518684390236155	0.005493169996597151	0.030225418721490226
gene:ENSTGUG00000005268	0.5302226935312832	0.06007492641156007	0.023040159783151437	0.0078551167357626	0.03390763905278892
gene:ENSTGUG00000005326	0.6420581655480985	0.049210006583278475	0.01758436944937833	0.0029779630732578916	0.027084439723844927
gene:ENSTGUG00000005348	0.5151515151515151	0.062445793581960105	0.018292682926829267	0.004297994269340974	0.0328042328042328
gene:ENSTGUG00000005420	0.6143410852713178	0.05195486748884807	0.019751693002257337	0.004452054794520548	0.02734793187347932
gene:ENSTGUG00000005437	0.5664845173041895	0.027941633033219497	0.00731981981981982	0.0027593818984547464	0.014596104925142833
gene:ENSTGUG00000005496	0.4260355029585799	0.048569977999661534	0.015462962962962963	0.0039785978872273284	0.02574648075701341
gene:ENSTGUG00000005526	0.8702290076335878	0.013995801259622114	0.0037678975131876413	0.004860267314702308	0.008102822017323274
gene:ENSTGUG00000005528	0.4791666666666667	0.04869729985788726	0.0155299055613851	0.005021620867624494	0.025610919498055332
gene:ENSTGUG00000005541	0.3704474505723205	0.03739988084993712	0.011124845488257108	0.005472103004291845	0.019954346097617277
gene:ENSTGUG00000005579	0.3333333333333333	0.0	0.0	0.0	0.0
gene:ENSTGUG00000005582	0.4484536082474227	0.046313799621928164	0.01727328809376928	0.007132667617689016	0.0264642926639424
gene:ENSTGUG00000005618	0.5478260869565217	0.05874499332443257	0.0178072625698324	0.0054525627044711015	0.03080322329087601
gene:ENSTGUG00000005646	0.2742616033755274	0.062111801242236024	0.022900763358778626	0.007792207792207792	0.03474903474903475
gene:ENSTGUG00000005671	0.35517241379310344	0.03569345619969672	0.010319785959994904	0.004153686396677051	0.019164665442388283
gene:ENSTGUG00000005695	0.3983440662373505	0.040794914522002096	0.014447454330763353	0.00336829948994322	0.022053621526676587
