Window	CG_Weighted_mC	CA_Weighted_mC	CT_Weighted_mC	CC_Weighted_mC	CH_Weighted_mC
1	0.4033232628398791	0.026963277526308074	0.008689389960141939	0.003902429014097995	0.014558604464455326
2	0.3951323689406455	0.026253614539506	0.008819957817593047	0.0036071537871676107	0.014260033477163056
3	0.3978172609237448	0.02620994366316977	0.008946643996437536	0.003671974852326505	0.014296822092352455
4	0.3887382258565366	0.026867876409564496	0.008711270339994425	0.0037331850255483334	0.01448396693641418
5	0.3889100647982827	0.02594015334102964	0.008667963064646459	0.003961728729124604	0.014163941270614431
6	0.3840076041109725	0.025263443534892134	0.008645323951636514	0.0035356347438752784	0.013790756054729028
7	0.37177518718604874	0.025744858165008357	0.008779854811659138	0.003705258738322662	0.014024169275302737
8	0.36285430893068327	0.0257597964658057	0.008328547520044957	0.003844400014030657	0.013917056017639711
9	0.35084833475030497	0.025824457321452384	0.008691881762498318	0.0038030466747176845	0.014032992460998732
10	0.3396758408673349	0.024959730873946945	0.008556359548187998	0.003624376336421953	0.013579082117736329
11	0.3296104839127954	0.02558317582601622	0.008762288652937726	0.0038138716673135884	0.013924527887490986
12	0.31294014084507044	0.02601021379055904	0.008331235324643296	0.003708533557226817	0.013871404853188055
13	0.31169326635722006	0.02484972895898123	0.008320246634942931	0.003580833534470026	0.013400519111592082
14	0.29596792229783697	0.02485666925194276	0.00864970812561251	0.0037019261177398534	0.013524895916059008
15	0.2987290862290862	0.024514379979283622	0.008012138280337514	0.0036798771609350594	0.013205460684053432
16	0.28900087992960566	0.024733730892424675	0.00813369434317332	0.0034414685616174145	0.013201838168149935
17	0.2794055000709992	0.02538278578861305	0.00951447256056452	0.00330785063216701	0.013926947088900816
18	0.28352143058117363	0.02462540999395013	0.008044550933645972	0.004564167887904356	0.013444278427533618
19	0.29169952393469434	0.025355063310638037	0.008566570755950824	0.004299163307311013	0.013826346031070441
20	0.28417518021054816	0.02302633527860888	0.008559279411092314	0.0037653029171918918	0.012631098150132636
21	0.44734151329243355	0.020778063402153605	0.007468786438419314	0.00327892812093907	0.011215516591860679
22	0.55162126089346	0.021178980244859633	0.007199637973524088	0.0035973362914542267	0.01145919200680907
23	0.6081125415009908	0.021832235070965697	0.007256474144751603	0.003369711641709455	0.011771404303864402
24	0.6252535428840084	0.022328495119836676	0.007505182221365214	0.0032672212224950327	0.011962079193786317
25	0.653953221800715	0.02260406884064835	0.007383084111602991	0.003411591649168837	0.012130342365396124
26	0.654267386372526	0.021976725698664986	0.007293741870688378	0.003351164658045545	0.01182139202684007
27	0.6809588616549661	0.02219668354503784	0.007367116105294884	0.003521421664547469	0.012011990858932314
28	0.6732347898373773	0.021691946564789056	0.007352183137184684	0.003487120508397104	0.011819618771188364
29	0.6739945754441518	0.022507146091927718	0.0072210612094686065	0.003281556090433002	0.012042170910426912
30	0.686946847960445	0.02224405505689785	0.007597619838087698	0.003415715746138756	0.012078563367022213
31	0.6756645232282246	0.02109835286319214	0.007664831602400122	0.0032872775365129425	0.011660353878084532
32	0.6839711150281458	0.02221187468938746	0.007533083675509049	0.0031571273032094784	0.011960364512840794
33	0.6767127000079043	0.021909700780639606	0.0074194510316231916	0.00334603617284776	0.011851571374479364
34	0.6794662339228736	0.021800989545491662	0.007561017547352513	0.003309176346007479	0.011864160395397467
35	0.6984395033930637	0.02106570756453136	0.007451426699257228	0.0032417470403624782	0.011521058684463834
36	0.6985041604540426	0.021276111720913832	0.0071515149029202875	0.0031985066358096287	0.011496174818295726
37	0.6916115127124302	0.020875121410256887	0.007191547375596455	0.003495420205117613	0.011405728043478414
38	0.6885814024081757	0.021049694223017158	0.006985382306121114	0.003285224577571503	0.011336046353423777
39	0.6937326557826071	0.020156153717479294	0.006970560684926645	0.003224241732530602	0.010987928892099921
40	0.6904322203060712	0.02171757767235237	0.007209695367970786	0.003337282837617435	0.011841755260412116
41	0.5894469570737126	0.023439895586813118	0.00753805197060015	0.0037096049102569198	0.01272025517809494
42	0.5761955288866123	0.023265054772876645	0.007426439026594292	0.0035890264805128803	0.012816930005491793
43	0.5744484209698352	0.023976673934559475	0.007764979681269314	0.0035145732259625525	0.013208144643807441
44	0.5547349382024891	0.024775897326893052	0.007573774912168003	0.003279211516811711	0.01337841736447358
45	0.5510647639956092	0.024669366905449623	0.007957926240625105	0.003625595040407395	0.013569132019322944
46	0.5420026292725679	0.025271983195044086	0.007954676887366242	0.0036526036785832477	0.01380596305242506
47	0.545552294975471	0.025065818646668434	0.008040907843141184	0.0035171872392243645	0.01370511924136756
48	0.5363354037267081	0.025232685706196696	0.008334626695396101	0.0035347832490549365	0.013859637503587433
49	0.5363656583629893	0.025476879202979544	0.008056528033429178	0.003817622856793258	0.013918402740872736
50	0.5323208123612546	0.025854586418955106	0.008196135142866224	0.003454593684262475	0.01405736890696397
51	0.5238135809832155	0.024771749066456458	0.008055991543611262	0.0033812105292572513	0.013583046009080817
52	0.5278245114533454	0.02558646557494755	0.00824025200240349	0.00342058711846407	0.013942924547825006
53	0.5182326795073086	0.02613296240170689	0.008446292091973891	0.0034802748493164186	0.014210880024211458
54	0.5143253338104717	0.0254384351180508	0.007983520537837173	0.0034349278914276283	0.013777945409072744
55	0.5103670780407463	0.025760233582890972	0.008345770451059683	0.003620664340361192	0.014069901421072846
56	0.5086443251081957	0.026257552440952767	0.008244892243953266	0.0035631192243363533	0.014164675572288793
57	0.5114263020537841	0.026211083938332273	0.008402368580861916	0.0037658099632213223	0.014311550099120092
58	0.5079701259614313	0.025763311011933413	0.008420314007543199	0.0034858497863969762	0.014082086311621961
59	0.5139256402206575	0.026018435055683173	0.008457793806698756	0.0035456348463870076	0.01415431129893875
60	0.5114977703943342	0.02608049718621537	0.00869637755208442	0.003481089007466638	0.014237762173846482
