Window	CG_Weighted_mC	CA_Weighted_mC	CT_Weighted_mC	CC_Weighted_mC	CH_Weighted_mC
1	0.35855030482670347	0.01767518158173324	0.005599594867352432	0.0026551183996978275	0.009460143868839914
2	0.3556403306604757	0.01713649175191929	0.005717107405285701	0.002578423685933446	0.009268500317745247
3	0.3608425606886785	0.017149032458784075	0.005447407141367565	0.0025589412507205254	0.00916388258713383
4	0.3456131874378286	0.01740114403834845	0.005627632297136669	0.0024052588531095695	0.009278813397828635
5	0.3436154089387546	0.01720940030064986	0.006018962626003944	0.002577280590706659	0.009395125265295365
6	0.33551916724617525	0.017102102545338217	0.00552537887372338	0.0026062046047323666	0.00918801256768921
7	0.3236186315211877	0.016569022336140608	0.0054519156975028045	0.00254589849380316	0.008927455869227049
8	0.3185544370434593	0.016997779344719674	0.005199721617632065	0.002662701084171498	0.009025224114445368
9	0.306234556453836	0.016694738544739775	0.005394287719131324	0.002451853091698494	0.00890291129169351
10	0.29386425515363673	0.01638652653790786	0.005477043748732166	0.0025912821863587504	0.008807527011134757
11	0.2896973896973897	0.016717941843931765	0.005606569158899941	0.002506510416666667	0.008969491225013124
12	0.2747028122118403	0.01723833694598451	0.005284362755147877	0.002515053138010103	0.009038200532240482
13	0.2747972949954008	0.01603697177519498	0.005178198332455251	0.002451661925293064	0.008516136033390185
14	0.26244603104399655	0.016369578971170324	0.005606730610848549	0.0025000864447324773	0.008771010545492447
15	0.26488743042286284	0.016188575993454794	0.005225720975686542	0.002499240859626869	0.00861463468739901
16	0.25487854446106595	0.016276014373705263	0.005294194318599749	0.002519226522416828	0.0086147543248689
17	0.24196422651017838	0.01748174179204532	0.006469817287331406	0.0026169935637871742	0.009514279655788355
18	0.25000297410152394	0.016246598459550926	0.005142929944696602	0.0035571818685747126	0.008829504392815156
19	0.25008789534594145	0.016879393227219316	0.005951823207605648	0.0031789691252593595	0.009230511008081883
20	0.24265351468029198	0.01540760785458147	0.006111023391153317	0.0026984647923276083	0.008472406474498654
21	0.40231902359759836	0.01381856139407681	0.0046645938569082	0.002324534345764972	0.007304611300420633
22	0.5106923332893837	0.014026819278460416	0.004593856949566232	0.002611172894989412	0.007516305910656937
23	0.5735508763195709	0.014223536427705437	0.004584132090577235	0.0023743007077842403	0.007578733571593452
24	0.5994104608916208	0.014364392239900266	0.004645112144176037	0.0023787765216468663	0.007618466432643088
25	0.6193191553796926	0.015311142413590353	0.004649899013685231	0.0022660962024148626	0.007990790468896426
26	0.6223954868410548	0.014370959044168964	0.004700740901840139	0.002309948548179937	0.007659939347695407
