Feature	CG_Weighted_mC	CA_Weighted_mC	CT_Weighted_mC	CC_Weighted_mC	CH_Weighted_mC
ENSTGUG00000004696	0.8045977011494253	0.08928571428571429	0.013513513513513514	0.01606425702811245	0.043132803632236094
ENSTGUG00000004719	0.5	0.021739130434782608	0.0	0.0	0.0069124423963133645
ENSTGUG00000004731	0.4166666666666667	0.09774436090225563	0.041025641025641026	0.011450381679389313	0.05518553758325404
ENSTGUG00000004746	0.8478260869565217	0.006493506493506494	0.0	0.0	0.002512562814070352
ENSTGUG00000004760	0.6764705882352942	0.015272474835126693	0.007157464212678937	0.001254180602006689	0.008285609845254052
ENSTGUG00000004803	0.5844748858447488	0.018010963194988253	0.0009233610341643582	0.0014144271570014145	0.008151287903488751
ENSTGUG00000004832	0.732824427480916	0.0706401766004415	0.020242914979757085	0.009950248756218905	0.03096774193548387
ENSTGUG00000004853	0.8333333333333334	0.0	0.0	0.0	0.0
ENSTGUG00000004856	0.8940397350993378	0.11914893617021277	0.030226700251889168	0.012048192771084338	0.060050041701417846
ENSTGUG00000004877	0.875	0.0660377358490566	0.0297029702970297	0.0	0.03205128205128205
ENSTGUG00000004890	0.6133828996282528	0.027441361336808218	0.007692307692307693	0.0018522329697468615	0.013521355617455896
ENSTGUG00000004895	0.7614678899082569	0.04923413566739606	0.005787037037037037	0.0014005602240896359	0.020465489566613163
ENSTGUG00000004934	0.8	0.025477707006369428	0.006134969325153374	0.0	0.011876484560570071
ENSTGUG00000004945	0.6666666666666666	0.025	0.0	0.0	0.009345794392523364
ENSTGUG00000004947	0.53125	0.0234375	0.003663003663003663	0.0	0.010559662090813094
ENSTGUG00000004960	0.8740740740740741	0.00847457627118644	0.006042296072507553	0.001694915254237288	0.005774783445620789
ENSTGUG00000004993	0.9047619047619048	0.06037735849056604	0.014925373134328358	0.018779342723004695	0.033873343151693665
ENSTGUG00000004997	0.8723404255319149	0.04657534246575343	0.01282051282051282	0.0	0.022340425531914895
ENSTGUG00000004998	0.8955223880597015	0.061946902654867256	0.02631578947368421	0.0	0.030501089324618737
ENSTGUG00000005028	0.5660377358490566	0.004524886877828055	0.009389671361502348	0.0	0.005190311418685121
ENSTGUG00000005059	0.5	0.01818181818181818	0.00980392156862745	0.0	0.011194029850746268
ENSTGUG00000005062	0.6121673003802282	0.019498607242339833	0.00563014291901256	0.001184834123222749	0.009831029185867896
ENSTGUG00000005112	0.25252525252525254	0.005420054200542005	0.001358695652173913	0.007894736842105263	0.004314994606256742
ENSTGUG00000005116	0.47619047619047616	0.007874015748031496	0.0	0.0	0.00303951367781155
ENSTGUG00000005124	0.32	0.038338658146964855	0.018072289156626505	0.0	0.021251475796930343
