Feature	CG_Weighted_mC	CA_Weighted_mC	CT_Weighted_mC	CC_Weighted_mC	CH_Weighted_mC
ENSTGUG00000004696	0.6226415094339622	0.023809523809523808	0.005847953216374269	0.007407407407407408	0.013565891472868217
ENSTGUG00000004719	0.5819672131147541	0.018404907975460124	0.006060606060606061	0.005076142131979695	0.009523809523809525
ENSTGUG00000004731	0.7	0.03380281690140845	0.015015015015015015	0.004166666666666667	0.01939655172413793
ENSTGUG00000004746	0.9038461538461539	0.010101010101010102	0.0	0.0	0.0037735849056603774
ENSTGUG00000004760	0.631578947368421	0.02099609375	0.0027816411682892906	0.002326934264107039	0.008946657663740715
ENSTGUG00000004803	0.547945205479452	0.014502762430939226	0.007582139848357203	0.0058823529411764705	0.010043041606886656
ENSTGUG00000004832	0.6351351351351351	0.05802047781569966	0.009375	0.006622516556291391	0.024043715846994537
ENSTGUG00000004856	0.68125	0.12376237623762376	0.024691358024691357	0.010714285714285714	0.060515873015873016
ENSTGUG00000004877	0.9333333333333333	0.03571428571428571	0.0	0.0	0.01488833746898263
ENSTGUG00000004890	0.6282352941176471	0.021490196078431372	0.0060530532312622395	0.0024591996422982337	0.011053750379593077
ENSTGUG00000004895	0.7530864197530864	0.021863117870722433	0.00691699604743083	0.0036452004860267314	0.0114305507447177
ENSTGUG00000004934	0.0	0.022727272727272728	0.0	0.0	0.009146341463414634
ENSTGUG00000004945	0.15384615384615385	0.017241379310344827	0.0	0.0	0.007462686567164179
ENSTGUG00000004947	0.5294117647058824	0.028391167192429023	0.007407407407407408	0.0	0.012471655328798186
ENSTGUG00000004960	0.7777777777777778	0.007518796992481203	0.0015503875968992248	0.0019120458891013384	0.0038188761593016913
ENSTGUG00000004993	0.8181818181818182	0.05172413793103448	0.02564102564102564	0.0	0.027070063694267517
ENSTGUG00000004997	0.7831325301204819	0.07293666026871401	0.015037593984962405	0.0	0.0310391363022942
ENSTGUG00000004998	0.821917808219178	0.057441253263707574	0.038461538461538464	0.0	0.033084311632870865
ENSTGUG00000005028	0.4032258064516129	0.029556650246305417	0.0	0.0	0.011516314779270634
ENSTGUG00000005059	0.875	0.018018018018018018	0.007575757575757576	0.0	0.009900990099009901
ENSTGUG00000005062	0.5336225596529284	0.009737510584250635	0.003925417075564278	0.004070556309362279	0.006298944501191692
ENSTGUG00000005112	0.3064516129032258	0.0035714285714285713	0.0020491803278688526	0.0	0.0023166023166023165
ENSTGUG00000005116	0.42105263157894735	0.005649717514124294	0.005235602094240838	0.0	0.004073319755600814
