gene	FCH1	FCH2	FCH3	FTH1	FTH2	FTH3	FCNT1	FCNT2	FCNT3	FTNT1	FTNT2	FTNT3	MCH1	MCH2	MCH3	MTH1	MTH2	MTH3	MCNT1	MCNT2	MCNT3	MTNT1	MTNT2	MTNT3
gene:ENSTGUG00000008407	50.5176	45.8069	70.5054	63.0801	61.2381	44.5715	46.2446	58.1227	52.9257	48.3874	63.9414	71.1423	33.3668	58.7126	62.4479	33.8628	36.1588	58.4692	37.2032	40.2903	55.2031	72.8938	22.9022	41.4293
gene:ENSTGUG00000008408	39.1746	40.0079	39.2326	39.7821	45.4904	47.8007	51.0868	30.0196	43.0637	46.0754	42.8219	43.5281	35.9827	36.4499	37.541	50.467	29.4365	39.555	37.1756	32.7399	33.699	41.375	32.0745	43.6452
gene:ENSTGUG00000008409	19.8257	25.5175	29.3459	21.1116	34.3573	31.7945	27.8791	28.1492	25.3287	30.7767	35.668	26.4189	18.3939	24.976	21.7069	26.0022	23.9771	23.5645	19.2465	28.8063	22.082	28.8334	30.8341	25.7059
gene:ENSTGUG00000008410	4.31801	2.73707	9.06978	6.85573	9.40062	2.70829	5.22135	2.47434	4.76187	5.5945	4.99231	9.01138	2.9605	6.46896	4.93716	0.769039	1.50816	5.11229	3.06612	4.28553	3.43927	2.70323	3.63467	1.55302
gene:ENSTGUG00000008411	4108.95	2210.7	2590.57	3446.18	2281.65	1663.06	2344.66	1711.91	5677.06	2956.04	2341.21	2918.11	3640.54	2632.9	2898.32	4400.01	2613.23	2435.32	2400.03	2907.58	3753.24	3589.83	1017.79	3813.8
gene:ENSTGUG00000008412	708.12	326.796	501.494	549.369	298.96	174.845	398.119	303.581	1007.92	480.027	423.221	480.116	664.615	456.988	518.146	512.787	384.639	341.895	381.859	407.05	442.839	489.028	332.126	631.896
gene:ENSTGUG00000008414	165.038	89.3807	118.065	127.872	139.13	303.217	84.2821	74.358	166.634	66.5566	71.7577	94.9914	163.989	122.938	65.7313	106.176	72.3072	93.2562	108.311	102.293	93.1416	170.214	96.0551	77.6259
gene:ENSTGUG00000008415	874.681	625.413	605.479	516.395	671.513	937.206	511.731	463.115	668.806	444.667	507.967	578.265	747.617	568.323	542.752	682.829	466.423	642.983	724.725	482.713	548.842	749.196	504.315	436.673
gene:ENSTGUG00000008416	160.03	256.273	215.158	286.746	180.142	184.922	214.972	240.708	203.403	247.941	215.031	268.272	239.952	228.691	266.377	180.958	214.214	177.711	221.252	254.433	169.586	158.246	535.505	226.565
gene:ENSTGUG00000008417	0	0.0528194	0.665636	0	0.811416	0.0759782	0.0976411	0.0863767	0.182641	0	0.223802	0	0.0792195	0.434605	0.496643	0.145122	0.412501	0.232071	0	0.152495	0	0	0.110334	0.163533
gene:ENSTGUG00000008418	63.5973	21.8492	22.6692	31.7483	30.225	33.861	29.6504	19.8098	70.3858	16.621	15.6659	22.4216	43.7183	35.1548	21.7059	16.1979	13.0531	21.2732	38.8387	11.7315	11.9194	57.802	36.0325	11.4733
gene:ENSTGUG00000008419	2.91528	1.08028	3.43983	3.94904	6.35417	1.94653	0.533916	0.997781	2.22325	0.685884	1.57647	2.36055	1.96046	1.9279	0.921132	1.97475	0.947384	3.21413	3.84343	2.07081	0.929245	2.59844	0.509618	0.439313
gene:ENSTGUG00000008420	6.91754	8.11803	8.52864	7.31089	7.83374	9.33026	6.40564	9.75442	5.78249	7.62754	9.72321	10.0803	5.60662	7.03976	7.63755	6.41479	6.23116	6.89651	5.48689	7.28472	7.76328	6.7056	3.43257	6.28647
gene:ENSTGUG00000008421	31.5151	35.1938	36.9089	34.7129	27.4964	18.8975	39.7157	42.3024	33.2556	41.3871	35.5891	44.9511	36.3539	39.1841	37.9145	27.5724	30.1178	40.0201	39.0597	29.3363	24.8617	31.957	40.0188	33.7118
gene:ENSTGUG00000008422	58.2109	45.9801	65.5182	42.9358	62.5024	80.1394	46.7073	55.2965	41.5553	39.6271	44.5452	52.1055	44.8829	48.8584	47.3314	37.5878	62.2585	35.1076	36.4327	49.8498	36.3211	67.398	46.8416	37.2028
gene:ENSTGUG00000008423	315.33	231.274	395.784	167.947	327.435	288.629	257.927	202.505	311.287	370.41	449.293	138.234	336.12	357.094	408.147	369.846	365.513	432.46	256.396	199.764	282.367	480.11	368.12	648.651
gene:ENSTGUG00000008424	122.968	147.087	112.07	103.36	125.158	211.181	156.071	119.997	111.546	115.435	118.16	121.89	114.143	110.855	135.296	170.653	144.907	138.842	104.351	130.52	142.987	149.488	119.414	133.478
gene:ENSTGUG00000008425	5.92391	9.43476	6.95068	8.49533	8.63808	12.6469	9.77969	10.6381	4.0455	12.1292	15.183	15.3579	8.18575	12.3444	17.9644	16.2974	14.2776	13.368	9.80664	14.9401	19.2798	11.2398	7.65345	17.777
gene:ENSTGUG00000008426	35.1498	33.9736	39.851	38.0301	39.7187	35.3291	39.1955	44.4924	36.7468	40.9677	49.5334	46.1223	30.0874	40.0893	42.5167	41.219	51.7417	37.3425	31.8115	42.7476	38.9883	35.9567	31.0584	42.6694
gene:ENSTGUG00000008427	9.16461	2.64297	1.85303	6.27698	5.73352	19.5289	6.78188	1.5705	9.73983	2.12714	1.0698	1.92434	8.06505	2.51593	1.5494	3.2321	0.338179	1.73105	8.05802	1.44283	1.17377	4.95451	2.86455	1.33731
gene:ENSTGUG00000008428	256.84	160.316	293.386	93.3997	230.635	477.367	246.332	215.147	281.02	279.179	334.776	259.341	180.38	237.304	231.231	204.284	223.33	196.062	147.749	164.213	242.392	237.043	143.784	245.858
gene:ENSTGUG00000008429	0.456945	0.610152	1.24859	0.327456	3.01761	2.63659	0.643166	0.587499	0.831228	0.254875	0.432776	1.45782	0.207896	0.19134	0.333546	0.812124	0	0.489381	0.156917	0.748725	0.632275	0.763107	3.15973	0.374635
gene:ENSTGUG00000008430	61.0875	44.1733	47.169	51.5495	55.6451	85.4314	49.1938	46.9908	61.6655	53.9462	60.8806	46.3133	51.1773	53.6076	39.3337	68.8373	59.3355	49.8626	47.1987	48.529	53.5014	58.0497	36.4537	64.8728
gene:ENSTGUG00000008431	30.7203	40.9017	39.907	36.7458	45.4065	34.6818	39.2369	49.4832	26.8152	42.3888	54.7098	43.0134	38.5729	36.9326	37.7877	70.8275	42.1314	48.4662	40.542	44.9993	53.7215	47.6244	23.6799	49.6486
gene:ENSTGUG00000008432	768.717	899.281	592.827	769.062	941.469	1722.79	787.292	795.369	601.035	796.284	903.472	729.717	811.688	630.684	610.34	1587.48	838.556	912.779	1022.3	1118.83	1086.8	1265.2	651.375	1019.33
gene:ENSTGUG00000008433	14.6428	10.9284	15.4385	24.4676	12.1433	1.04374	13.5569	14.1043	9.94028	13.5371	12.3762	18.433	9.78432	16.1526	17.9719	5.39635	12.728	12.8414	10.3463	12.2796	11.9293	8.76516	4.50048	9.74283
gene:ENSTGUG00000008434	22.9938	11.5904	20.683	19.9935	13.4961	2.07559	11.8764	15.3106	19.7104	16.5148	14.6218	15.0018	17.398	14.0348	13.6357	12.4015	6.50805	14.7545	21.1206	12.6368	17.0163	17.9483	9.61288	10.1574
gene:ENSTGUG00000008435	78.671	84.4682	81.8985	73.639	84.1208	122.108	71.0062	76.2004	75.0049	69.4481	74.0593	79.0368	72.5605	80.1727	67.8719	83.893	74.4498	76.0199	69.6739	83.306	75.861	88.4538	71.2037	69.4047
gene:ENSTGUG00000008436	53.2552	27.6329	33.2769	52.6235	49.4876	8.49404	35.4627	73.3015	40.8776	56.9227	81.8203	18.238	60.3191	28.2931	45.4973	90.3603	61.8974	48.764	87.3157	98.1925	70.4753	104.409	42.0274	67.9593
gene:ENSTGUG00000008437	5.41665	7.52532	6.19427	5.66448	15.0965	9.68487	8.63214	7.6529	5.58055	7.03222	8.78126	6.4659	7.36272	7.36082	5.75594	6.46241	7.16867	6.33404	7.29424	8.98189	9.03034	7.73435	12.4823	6.28262
gene:ENSTGUG00000008438	61.9619	44.6107	62.3537	55.0888	48.957	39.4678	81.276	66.971	88.1583	72.9015	71.8626	78.1527	52.4	67.1505	63.4715	58.7519	69.1094	58.6191	47.6459	56.8233	59.8548	47.974	34.0316	74.3243
gene:ENSTGUG00000008439	17.1128	14.9917	20.6568	17.3971	21.2336	17.6114	13.0743	17.7889	20.1374	16.101	14.5194	18.5777	16.3974	15.4645	11.7368	17.2691	14.9145	16.6493	16.2344	18.4537	12.2668	19.4125	27.6509	13.9021
gene:ENSTGUG00000008441	63.9105	63.2684	47.4208	61.8091	71.6028	105.779	58.2664	58.8991	46.2592	70.5231	57.0079	60.3144	55.3293	51.2641	68.2543	61.9839	50.0407	56.6775	48.5205	48.6662	63.7968	64.5524	39.5368	44.5721
gene:ENSTGUG00000008442	54.5766	74.4356	54.7466	62.9507	77.7171	134.481	112.618	72.6093	49.6767	80.0906	102.172	73.6633	65.3446	65.2359	66.9005	137.042	97.8498	85.288	66.0828	102.508	118.72	87.3534	87.8874	96.7281
gene:ENSTGUG00000008443	0.188326	0.0296381	0.117806	0.15639	0.100552	0	0	0	0.18921	0.1249	0.052391	0.222779	0.207296	0.0860337	0.0717381	0.0972826	0.0734628	0.0516154	0.159669	0.0784867	0	0.0842941	0.0483087	0.0836069
gene:ENSTGUG00000008444	18.993	14.712	30.0996	17.5078	16.8624	11.8671	14.6683	18.382	23.8621	19.4123	22.1905	21.612	15.6505	18.1018	21.8803	14.945	17.377	14.6638	14.2015	13.5013	17.9495	16.7105	14.0195	18.1688
gene:ENSTGUG00000008445	125.602	189.526	232.319	170.568	206.491	218.014	206.555	266.09	109.016	269.548	314.722	388.715	92.6513	194.958	286.412	220.437	299.234	267.304	103.111	171.17	223.12	233.009	110.844	179.621
gene:ENSTGUG00000008446	4.90206	3.47772	3.48186	3.91957	5.2716	4.01008	4.70386	2.68217	3.42805	2.93	2.71577	2.19692	2.26105	3.95154	2.85742	3.85102	2.80995	2.48493	2.23508	2.30063	2.70884	3.38003	1.74562	2.49717
gene:ENSTGUG00000008447	169.296	136.988	127.531	120.327	154.708	484.83	145.611	125.631	180.353	122.64	145.301	135.771	159.696	134.518	119.119	141.894	176.75	131.583	150.699	139.024	149.797	156.244	225.456	140.83
gene:ENSTGUG00000008448	37.3045	49.4464	52.4509	37.6564	39.9669	27.7498	47.7392	40.1916	49.9845	39.552	32.8983	35.0913	47.3459	37.7865	51.7899	33.3084	54.0709	40.7828	43.4533	31.4146	36.4757	34.0943	90.5381	48.4854
gene:ENSTGUG00000008449	15.2099	15.5297	19.7499	18.1985	26.8762	25.2951	14.2947	18.9076	12.2726	16.1503	20.1217	21.0822	11.9885	16.0644	15.6626	16.7145	17.3914	21.5664	10.4057	20.7514	20.5509	14.4367	13.8536	16.7402
gene:ENSTGUG00000008450	2.87629	4.69965	4.30367	4.78747	5.11308	5.77409	3.78491	6.97647	5.16301	5.89038	6.08388	4.63219	3.86983	4.50949	4.05484	5.2528	4.79399	4.63539	3.75184	6.14727	4.48503	4.58914	3.45528	5.81655
gene:ENSTGUG00000008451	503.258	397.376	481.937	511.45	467.294	265.25	448.383	454.391	574.255	552.171	589.706	518.451	397.345	413.183	399.673	370.543	530.332	364.177	325.185	394.876	340.196	429.06	338.739	391.023
gene:ENSTGUG00000008452	55.6051	72.6107	64.0137	65.1391	69.9023	45.3902	89.9186	56.3912	57.7871	66.083	43.2839	75.4806	69.5069	56.2794	57.8408	48.2771	34.8335	54.9309	68.2121	38.2655	39.133	59.6532	89.4576	35.9657
gene:ENSTGUG00000008453	8.81832	17.5724	9.72706	9.44163	16.2086	29.0278	11.044	13.957	8.87423	6.29364	7.47945	9.63926	12.5687	11.292	6.74693	10.465	9.47599	19.1538	11.8894	10.8218	6.85942	12.216	16.8177	13.4281
gene:ENSTGUG00000008454	0.949707	0.800982	0.743205	1.67005	1.21747	6.01047	1.3756	1.72289	1.14052	0	0.120903	0.500048	2.65103	2.4485	0.764638	0.402987	0.448124	1.32895	5.0621	1.60113	2.91563	2.21999	1.65758	1.42947
gene:ENSTGUG00000008455	8.21385	11.2188	14.8692	12.2655	12.9444	13.777	12.651	10.6628	8.69293	13.6801	11.1439	14.3849	8.92675	12.3362	10.7025	11.1546	10.384	11.3985	9.21136	10.0508	7.3573	11.0851	13.778	10.6201
gene:ENSTGUG00000008456	19.7847	38.4845	27.9768	25.8281	46.3554	38.4317	61.546	33.4356	15.4694	39.1854	48.9194	37.224	14.4457	30.6039	33.8271	69.935	59.5432	50.6419	11.3027	40.0357	46.7249	53.8337	8.08826	41.8806
gene:ENSTGUG00000008457	0.6555	1.18047	1.29483	1.02138	0.758183	0.77553	1.06696	0.915725	1.279	1.22316	0.879776	1.90674	0.731413	1.27883	0.783051	0.642876	0.831863	0.710303	0.931891	0.512016	0.300832	1.04935	0.872163	0.897746
gene:ENSTGUG00000008458	342.231	337.89	258.15	236.777	320.02	1018.1	276.647	239.841	364.531	223.654	232.711	219.403	369.109	321.027	275.423	348.64	348.611	322.458	343.276	303.633	317.138	342.04	345.792	299.977
gene:ENSTGUG00000008459	0.0471181	0.423736	0.231054	0.989639	0.981564	0.512301	0.132617	0.853154	0.604655	0.871106	0.855069	0.55017	0.121434	0.858207	0.359222	0.616721	0	0.619398	0.134955	1.19037	0.571451	0.537908	0.0666076	0.352629
gene:ENSTGUG00000008460	38.1925	58.1059	20.7694	35.9795	44.6466	82.7914	50.7366	27.4195	35.7964	16.4571	22.8562	23.6981	42.1258	30.9636	26.3193	63.3614	43.8656	49.0386	51.2652	46.371	57.6934	54.5416	43.582	26.3203
gene:ENSTGUG00000008461	56.0322	66.4944	50.3586	31.7933	65.0178	144.731	47.3534	51.9103	43.1668	30.0144	53.7565	41.4126	41.5359	59.5334	67.6425	49.0421	45.4397	62.4932	45.0364	62.4846	59.3757	47.1189	71.1917	57.1543
gene:ENSTGUG00000008462	1.41692	0	0.460819	2.26773	1.81267	1.78674	0.908023	2.9513	1.1712	0.903425	0.750478	0.424532	10.5853	0.797717	0.417186	0.29214	0.590115	0.436365	9.94945	1.26856	1.09286	0.131852	29.6218	0.485242
gene:ENSTGUG00000008463	0	0	0	0	0	0.785763	0	0	0.222403	0	0	0	0	0	0	0	0	0	0.261275	0	0	0	0	0
gene:ENSTGUG00000008464	44.3312	63.1571	50.6107	52.1564	38.3748	30.0565	56.8389	73.8896	51.0427	76.497	64.0286	60.3663	52.502	56.1251	63.6897	56.4716	71.5781	49.4365	46.9265	56.0042	57.8324	43.1879	63.5027	76.3427
gene:ENSTGUG00000008465	5.40871	3.95614	6.81219	6.03357	10.238	5.68493	5.60725	5.9171	4.99935	6.23638	9.35837	6.09049	5.34977	6.30158	6.03222	6.44154	9.30997	8.06586	3.82258	6.57896	9.40468	7.41984	2.5141	7.3459
gene:ENSTGUG00000008466	29.7495	29.8164	19.0019	42.6714	26.2281	12.733	17.4173	30.8828	33.508	31.8868	35.7885	36.3235	32.1601	38.295	32.381	26.0215	45.3094	29.7709	30.489	46.0524	33.4622	21.6429	21.8448	36.935
gene:ENSTGUG00000008467	13.5913	16.484	13.4166	17.4902	19.8138	14.4021	15.2716	10.6699	16.2425	19.9595	17.7676	21.0522	12.0314	15.2783	18.9549	13.0131	10.1514	15.7374	11.2086	13.9805	10.8317	20.2445	3.70092	14.8523
gene:ENSTGUG00000008468	47.5048	60.2852	61.8792	52.5057	65.0891	49.5988	90.4352	74.7836	39.7561	111.011	123.064	73.0332	49.8081	65.8114	74.118	105.02	70.9633	68.6056	59.139	90.9461	97.8266	64.2022	75.5364	97.5889
gene:ENSTGUG00000008469	24.0268	24.9954	35.9224	21.6366	30.0984	23.5793	35.129	24.4412	18.0968	33.7256	34.9931	37.2493	30.7007	29.7265	40.2379	27.2862	22.7838	36.2294	24.1521	23.0257	34.9282	29.2868	19.2502	34.8149
gene:ENSTGUG00000008470	30.1745	23.1356	24.8771	19.9083	31.4308	69.445	29.5701	19.8296	26.0067	16.8593	19.9331	27.4105	28.8134	25.1125	26.2442	16.0537	18.5223	35.1778	22.2345	21.8581	21.289	26.6403	21.8507	21.8404
gene:ENSTGUG00000008471	47.5998	45.6296	48.1148	48.5482	60.1409	77.3356	51.8597	47.0979	51.1916	42.5993	47.2814	48.1836	46.7026	48.1879	43.9347	52.6929	42.6376	51.3948	39.8067	47.9501	45.6094	51.9342	36.0325	43.3515
gene:ENSTGUG00000008472	13.2958	1.31404	15.7494	18.238	11.8757	5.53419	0.71633	0.463047	3.40707	3.43687	1.85987	7.18849	2.53875	3.86209	3.05008	0.322065	1.22525	3.14275	5.55167	0	0	2.56831	2.40385	0.241323
gene:ENSTGUG00000008473	20.9553	101.158	54.6407	63.309	54.1319	47.0879	79.2972	57.2042	35.5804	101.609	56.8207	95.0236	60.0602	79.1397	113.047	49.4883	77.9391	89.7023	62.2982	55.4204	58.6202	35.2658	96.9718	64.439
gene:ENSTGUG00000008474	3.86079	2.05187	15.4358	7.97341	3.18138	0.504554	6.79938	5.82025	6.00252	15.6777	10.799	9.84553	3.23078	8.20112	6.37942	2.52695	4.74935	4.30963	3.03253	4.59433	3.30802	0.869525	0.254455	9.20434
gene:ENSTGUG00000008475	173.094	727.08	357.378	605.647	432.807	255.891	722.221	363.111	158.012	735.941	518.291	849.78	399.023	629.344	909.052	570.761	559.55	714.986	386.78	349.504	506.026	386.453	444.455	522.201
gene:ENSTGUG00000008476	14.3349	15.7062	10.6404	10.5234	13.1728	7.71035	18.0967	6.90016	16.495	11.9157	7.34851	10.8626	12.232	14.4764	16.847	5.12376	6.29164	10.775	10.5764	6.07265	10.1853	10.1566	13.8316	6.13726
gene:ENSTGUG00000008477	0	0	0	0	0	0.590295	0.110495	0.0943811	0.193176	0	0.444147	0	0.529678	0	0.0802241	0.365468	0	0	0.0811677	0	0.230589	0	0.100816	0
gene:ENSTGUG00000008478	37.3155	23.558	14.1805	21.31	22.3339	60.3284	27.1766	8.72378	32.873	11.3513	8.57669	18.4854	22.4022	25.2835	10.1458	18.6945	10.5714	13.9881	13.3909	15.9521	8.8209	27.731	29.1557	9.98924
gene:ENSTGUG00000008479	9.86084	8.51507	15.9155	10.0868	12.7245	15.3178	7.11945	10.3332	11.9106	8.27008	10.2923	9.63915	9.28029	9.52914	10.08	13.6633	8.95463	10.1995	10.0623	8.63604	11.0442	15.0495	15.0007	8.3356
gene:ENSTGUG00000008480	0.113901	0.108898	0.430579	1.16181	0.378687	0	0.161769	0.294979	0.626732	0.219034	0.185716	0.203599	0	0.592837	0	0.138787	0.739521	0	0.238618	0.281172	0	0	0	0.982017
gene:ENSTGUG00000008481	61.2316	5.74435	6.68164	41.9461	17.8598	100.569	1.21267	2.46543	19.3856	1.92385	2.07196	6.92955	23.1138	13.5979	5.11136	3.15404	7.242	20.1257	39.7799	9.01121	3.70487	22.2412	11.3262	1.78577
gene:ENSTGUG00000008482	229.351	195.759	215.256	139.72	221.578	852.411	192.738	177.731	239.666	162.797	155.507	191.97	188.892	190.897	177.396	166.882	188.906	161.542	194.164	148.88	164.642	226.952	241.173	174.409
gene:ENSTGUG00000008483	19.2996	20.1171	15.5964	26.9014	50.9377	24.7612	23.9092	24.7213	12.1197	23.8648	28.5919	26.7488	20.2916	23.5669	17.4048	21.771	14.1454	20.2926	21.0909	23.0568	30.4727	19.3757	13.5792	9.27529
gene:ENSTGUG00000008484	25.1217	22.5904	28.4084	20.7298	40.5201	26.2718	23.7904	18.5458	20.9876	23.3507	30.8531	21.9731	21.4077	22.0824	25.4304	21.2557	19.2093	26.8046	19.5018	19.6302	21.8182	23.0836	20.3967	23.8088
gene:ENSTGUG00000008485	39.7798	30.1131	37.7172	14.4875	16.1574	97.7526	24.5932	36.3255	28.6413	8.65652	8.93598	25.9704	27.0357	25.1762	21.21	17.722	12.7719	9.42199	30.6961	32.7928	13.5155	24.3163	46.7319	13.0785
gene:ENSTGUG00000008486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene:ENSTGUG00000008487	19.631	22.8335	23.9521	25.11	23.3449	2.05653	31.9276	27.3238	21.4601	43.2069	41.302	27.7968	18.7851	24.0608	22.051	22.8099	20.6411	24.3083	24.6662	35.9007	35.1503	20.5383	18.1003	31.5232
gene:ENSTGUG00000008488	0.280238	0.338203	1.23026	0.465134	0	0	0.88601	0.185728	0.596361	0.267015	0.213718	0.596261	0.649355	0.179026	0.982378	0	0.825292	0.877894	0.912611	0.168577	0.190883	0.338829	0.614219	0.182869
gene:ENSTGUG00000008489	0.158354	0.15909	0.0945635	0	0.253037	2.45788	0	0.500128	0.824759	0.143351	0.580813	0	0.747232	0.381299	0	0.397341	0.342101	0	1.27771	0	0.338029	0.639332	0.471862	0.661087
gene:ENSTGUG00000008490	2836.74	2159.12	3229.42	1396.72	2675.05	7081.68	2626.64	2505.89	3470.19	3123.58	3225.69	3177.94	1716.84	2578.29	2957.57	2216.36	3282.9	2301.2	1847.46	1617.49	1946.12	2386.75	3724.02	2961.98
gene:ENSTGUG00000008491	22.6092	10.3907	14.8472	14.077	14.823	40.6714	8.31304	7.10096	15.4347	8.71409	7.83523	9.83674	8.96807	9.90735	15.8864	10.4041	18.3109	20.7228	6.01759	8.21474	14.4866	10.3918	9.93621	17.2383
gene:ENSTGUG00000008492	0.461551	0.0451197	0.340445	0.178773	0.483557	1.07092	0.351658	0.311836	0.303766	0.147936	0.307464	0.25801	0.838066	0.148545	0.812485	0.111764	0.728223	0.825271	0.582243	0.208377	0.501647	0.247672	1.31824	0.401382
gene:ENSTGUG00000008493	1.28336	0.693321	0.888946	0.899082	1.11552	0.166296	0.460099	0.426487	0.89955	1.05151	0.483581	1.08874	3.42109	1.96164	0.907561	0.435602	0	0.656001	1.70402	0.194244	0.899875	0	0.150191	0.412369
gene:ENSTGUG00000008494	23.896	27.2897	28.3495	28.9273	34.8859	33.989	25.3506	22.249	24.5983	28.2525	28.0987	26.2518	26.7624	26.911	23.8946	27.8366	28.2835	28.9527	26.1872	31.6548	23.4343	24.1167	22.9444	26.9046
gene:ENSTGUG00000008495	9.086	67.2528	18.2952	29.24	30.7629	26.0706	18.7976	59.0735	10.1217	45.2668	86.1835	44.8699	17.9232	54.8467	50.6687	38.5599	114.638	49.028	14.3091	85.5061	75.8095	19.4946	34.1392	92.2244
gene:ENSTGUG00000008496	159.455	146.87	237.901	327.202	263.792	100.778	109.172	275.589	123.758	211.664	399.965	254.145	130.633	181.851	150.036	312.369	389.51	218.932	147.474	356.067	338.25	166.882	80.8938	246.862
gene:ENSTGUG00000008497	17.6689	16.8945	21.1765	19.1236	13.2177	1.22669	17.1123	22.164	21.2324	21.6403	20.2298	21.0856	19.4615	18.4787	18.26	16.1903	20.3129	17.199	19.4581	16.6536	18.4537	10.8566	18.3575	24.2629
gene:ENSTGUG00000008498	2.65099	4.3325	2.05796	3.29479	6.57319	3.62415	4.53014	2.30788	2.11833	2.93962	2.23224	3.14605	3.11058	3.50512	3.96025	3.01084	1.9201	4.86929	2.69897	3.10926	3.12292	2.97421	2.57236	2.09535
gene:ENSTGUG00000008499	0.281609	0.267105	0.515623	0.0658124	0	0.231285	0.413161	0.351008	0.0832872	0.11404	0.0453392	0.712318	0.230901	0.152211	0.0676342	0.0638582	0.0694697	0.0942613	0.26935	0.0716492	0.0410108	0.197743	0.130865	0.230938
gene:ENSTGUG00000008500	24.7951	25.3067	30.7149	34.2693	35.1057	52.15	18.7907	22.0775	23.2153	27.6657	22.3612	34.3636	27.3246	30.1411	29.2935	24.0604	23.1204	36.119	32.0693	26.6796	22.696	27.1941	30.6148	21.609
gene:ENSTGUG00000008501	678.237	515.017	733.353	506.231	688.291	2303.21	588.999	567.064	953.731	860.45	765.939	711.12	680.982	742.87	656.077	370.025	608.096	579.916	642.501	595.979	650.717	505.894	578.804	819.776
gene:ENSTGUG00000008502	3.22779	0	0	0	0	0	0	0	0.726868	0	0	0	0	0.159863	0	0	0	0	0	0	0.16856	1.23984	0.733375	0
gene:ENSTGUG00000008503	0.133081	0.0979595	0.1137	0	0	0.853157	0.32416	0.080624	0.0831059	0.162761	0.142814	0.53159	0.22058	0.198688	0.0666128	0.164834	0.140063	0.28955	0.0347205	0.0801752	0.0482968	0.0748832	0.133984	0.0752508
gene:ENSTGUG00000008504	5.24742	7.32925	20.3317	5.39501	11.8565	4.55286	3.93293	2.60533	4.21229	3.05684	3.61904	3.83866	5.77092	3.70976	6.5317	2.60412	2.4058	5.50854	6.49309	2.2637	4.02881	4.91158	5.02486	2.13878
gene:ENSTGUG00000008505	132.847	103.885	149.062	88.0258	110.16	169.554	113.359	125.886	140.205	116.739	109.336	113.087	115.713	136.797	112.233	91.407	102.515	101.235	98.2814	98.663	96.3708	128.245	100.115	109.445
gene:ENSTGUG00000008506	56.8918	95.9432	69.1808	41.9843	54.8601	6.22301	48.4288	86.4557	85.3396	75.3204	74.667	52.8076	82.5919	77.107	89.83	57.4587	77.3185	41.0365	91.1783	57.5092	80.7208	37.0961	110.977	68.222
gene:ENSTGUG00000008507	183.562	123.289	173.557	109.085	175.154	539.812	151.065	135.65	232.419	164.834	168.424	130.107	156.328	160.528	143.862	141.789	172.206	116.003	121.689	132.111	141.126	154.601	160.528	165.445
gene:ENSTGUG00000008508	41.9845	18.8868	22.3611	10.6079	29.9985	50.5548	30.3384	14.0555	18.1322	11.8277	21.6356	12.7733	28.8038	14.5277	19.6735	7.79159	12.6683	18.611	23.7623	8.2269	19.5037	18.7297	18.9604	11.345
gene:ENSTGUG00000008509	129.61	0.343008	0.431631	18.8784	89.5867	78.9262	0.487982	0	0	0.685351	1.06876	0	29.6835	5.6679	3.64067	0	1.59788	10.9552	2.84436	0	0.473466	0.349409	7.65787	0.909223
gene:ENSTGUG00000008510	38.9465	71.6891	50.9412	67.1321	73.7898	50.7845	69.9946	65.09	42.5696	85.5621	82.3328	73.8303	42.8854	64.5152	72.9969	76.6399	55.8687	84.0878	43.2599	73.4928	79.7559	67.4902	42.1437	62.9996
gene:ENSTGUG00000008511	0.667736	0.552387	0.758401	1.17365	0.267659	0.0607112	0.31134	1.36124	0.825395	1.63504	0.320754	1.10511	0.516547	0.420772	1.50641	0.464942	0.999736	0.10767	0.202577	0.628862	0.288909	0.20105	0.162608	1.42331
gene:ENSTGUG00000008512	81.8501	3.62102	4.17529	33.4168	28.6724	80.7294	0.576251	3.63584	91.0719	0.392418	1.49538	3.07534	74.4124	15.7895	1.83013	0.272448	1.01535	18.4599	85.7443	1.10985	2.30023	45.2441	65.5345	1.37344
gene:ENSTGUG00000008513	19.5348	34.4246	32.8758	28.3335	28.312	47.8432	19.5779	41.8628	21.8885	28.2583	31.4829	23.3348	28.4101	20.6281	25.304	32.8562	22.107	32.5553	34.7334	31.6603	41.5342	39.9457	22.1959	30.6652
gene:ENSTGUG00000008514	0.307013	0.199464	0.560313	0.111944	0.712942	1.66444	0.499698	0.463792	0.337823	0.278734	0.602695	0.99041	1.28396	0.380051	0.61277	0.461801	0.461053	0.253015	1.23775	0.489088	0.423972	0.380683	0.545133	0.380597
gene:ENSTGUG00000008515	17.8784	21.6333	14.3646	16.2869	28.2699	67.0653	17.2354	15.1867	12.6839	13.0925	15.1747	14.6086	19.2803	15.4123	14.2761	26.5636	19.3357	22.2904	18.4398	18.8608	19.7751	25.5965	21.9183	15.8387
gene:ENSTGUG00000008516	0.0672642	0.260889	0.397561	0.16073	0	0.143114	0.289297	0.427832	0.8295	0.125977	0.206753	0	0.627497	0.425284	1.01498	1.04706	2.22472	0.334811	0.210002	1.48139	1.36506	0.869052	0.51072	0.24684
gene:ENSTGUG00000008517	42.2497	4.68085	17.435	19.0923	14.0767	31.429	1.28635	8.27574	57.427	2.76039	2.17563	6.02597	40.4541	12.7981	5.14154	1.14483	4.10914	10.7604	45.1346	0.924425	1.4571	19.7815	38.5222	1.59779
