ENSTGUG00000000041	31
ENSTGUG00000000042	741
ENSTGUG00000000045	0
ENSTGUG00000000046	1591
ENSTGUG00000000052	0
ENSTGUG00000000054	1
ENSTGUG00000000055	2087
ENSTGUG00000000066	454
ENSTGUG00000000073	101
ENSTGUG00000000081	167
ENSTGUG00000018208	0
ENSTGUG00000000087	1
ENSTGUG00000017779	0
ENSTGUG00000017666	0
ENSTGUG00000017795	0
ENSTGUG00000017727	0
ENSTGUG00000018467	0
ENSTGUG00000018215	0
ENSTGUG00000018405	0
ENSTGUG00000000090	60
ENSTGUG00000000093	1
ENSTGUG00000000094	8
ENSTGUG00000000097	36
ENSTGUG00000000106	184
ENSTGUG00000000108	161
ENSTGUG00000000109	176
ENSTGUG00000000110	291
ENSTGUG00000000111	3
ENSTGUG00000000112	1893
ENSTGUG00000000119	589
ENSTGUG00000000144	281
ENSTGUG00000000149	35
ENSTGUG00000000150	754
ENSTGUG00000000157	13
ENSTGUG00000000164	1395
ENSTGUG00000000173	24
ENSTGUG00000000174	250
ENSTGUG00000000185	0
ENSTGUG00000000186	76
ENSTGUG00000000188	11
ENSTGUG00000017669	0
ENSTGUG00000000207	0
ENSTGUG00000000210	7
ENSTGUG00000000211	363
ENSTGUG00000000219	90
ENSTGUG00000000221	419
ENSTGUG00000000222	1
ENSTGUG00000000223	0
ENSTGUG00000000225	18
ENSTGUG00000000229	1
ENSTGUG00000000233	1978
ENSTGUG00000000236	341
ENSTGUG00000000246	59
ENSTGUG00000000247	37
ENSTGUG00000000248	1
ENSTGUG00000000249	5
ENSTGUG00000000253	0
ENSTGUG00000000254	0
ENSTGUG00000000256	0
ENSTGUG00000000258	708
ENSTGUG00000000260	15
ENSTGUG00000000261	63
ENSTGUG00000000266	4
ENSTGUG00000000271	29
ENSTGUG00000000272	974
ENSTGUG00000000276	766
ENSTGUG00000000282	18
ENSTGUG00000000283	67
ENSTGUG00000000285	21
ENSTGUG00000017808	2
ENSTGUG00000018195	0
ENSTGUG00000018037	0
ENSTGUG00000000290	5
ENSTGUG00000000306	513
ENSTGUG00000000332	1
ENSTGUG00000000342	318
ENSTGUG00000000347	107
ENSTGUG00000000353	31
ENSTGUG00000000355	0
ENSTGUG00000000359	562
ENSTGUG00000000364	2081
ENSTGUG00000000373	1
ENSTGUG00000000374	198
ENSTGUG00000018051	0
ENSTGUG00000000377	27
ENSTGUG00000000391	431
ENSTGUG00000000397	11
ENSTGUG00000000402	199
ENSTGUG00000000409	21
ENSTGUG00000000420	7
ENSTGUG00000000423	275
ENSTGUG00000000430	0
ENSTGUG00000000439	0
ENSTGUG00000000447	0
ENSTGUG00000000449	0
ENSTGUG00000000452	0
ENSTGUG00000000455	0
ENSTGUG00000000456	0
ENSTGUG00000000458	351
ENSTGUG00000018546	0
ENSTGUG00000000460	455
ENSTGUG00000000463	788
ENSTGUG00000000476	4
ENSTGUG00000000531	4
ENSTGUG00000000533	13
ENSTGUG00000000538	256
ENSTGUG00000000545	58
ENSTGUG00000000553	0
ENSTGUG00000000554	5
ENSTGUG00000000555	49
ENSTGUG00000000563	0
ENSTGUG00000000564	1030
ENSTGUG00000000583	75
ENSTGUG00000000585	999
ENSTGUG00000000594	714
ENSTGUG00000000608	462
ENSTGUG00000000616	2010
ENSTGUG00000000633	33
ENSTGUG00000000635	1446
ENSTGUG00000000646	5
ENSTGUG00000000647	910
ENSTGUG00000000682	129
ENSTGUG00000000689	0
ENSTGUG00000000691	105
ENSTGUG00000000695	3
ENSTGUG00000018257	0
ENSTGUG00000000696	247
ENSTGUG00000000697	11
ENSTGUG00000000698	54
ENSTGUG00000000702	101
ENSTGUG00000000706	0
ENSTGUG00000000708	438
ENSTGUG00000000717	1854
ENSTGUG00000000727	1679
ENSTGUG00000017561	1
ENSTGUG00000000737	458
ENSTGUG00000000738	19
ENSTGUG00000000746	357
ENSTGUG00000000751	245
ENSTGUG00000000754	100
ENSTGUG00000000764	1442
ENSTGUG00000000783	778
ENSTGUG00000000811	247
ENSTGUG00000000820	1309
ENSTGUG00000000834	765
ENSTGUG00000000838	183
ENSTGUG00000000848	688
ENSTGUG00000000852	4145
ENSTGUG00000000889	287
ENSTGUG00000000906	88
ENSTGUG00000000910	11
ENSTGUG00000000912	3
ENSTGUG00000000913	545
ENSTGUG00000000918	0
ENSTGUG00000000919	381
ENSTGUG00000000924	1108
ENSTGUG00000000932	281
ENSTGUG00000000947	253
ENSTGUG00000000968	275
ENSTGUG00000000995	408
ENSTGUG00000000998	3202
ENSTGUG00000001011	780
ENSTGUG00000001020	897
ENSTGUG00000001026	237
ENSTGUG00000001028	73
ENSTGUG00000001045	0
ENSTGUG00000001046	2153
ENSTGUG00000001048	309
ENSTGUG00000001055	3
ENSTGUG00000001062	169
ENSTGUG00000001068	933
ENSTGUG00000001077	76
ENSTGUG00000001078	159
ENSTGUG00000001094	144
ENSTGUG00000001101	27
ENSTGUG00000001105	524
ENSTGUG00000001110	0
ENSTGUG00000001111	0
ENSTGUG00000001113	7
ENSTGUG00000001114	1523
ENSTGUG00000001123	1
ENSTGUG00000001127	493
ENSTGUG00000001133	2492
ENSTGUG00000001136	104
ENSTGUG00000001139	24
ENSTGUG00000001140	36
ENSTGUG00000001147	1
ENSTGUG00000001148	2686
ENSTGUG00000001156	12
ENSTGUG00000001161	1179
ENSTGUG00000001163	76
ENSTGUG00000001164	137
ENSTGUG00000001166	146
ENSTGUG00000001167	3047
ENSTGUG00000001172	277
ENSTGUG00000001179	142
ENSTGUG00000001180	0
ENSTGUG00000001181	21
ENSTGUG00000001182	80
ENSTGUG00000001191	699
ENSTGUG00000001199	66
ENSTGUG00000001203	368
ENSTGUG00000001208	528
ENSTGUG00000001209	248
ENSTGUG00000001211	711
ENSTGUG00000001217	2
ENSTGUG00000001219	11
ENSTGUG00000001220	372
ENSTGUG00000001221	94
ENSTGUG00000001224	460
ENSTGUG00000001226	5
ENSTGUG00000001229	1
ENSTGUG00000001230	1
ENSTGUG00000001231	1
ENSTGUG00000001235	1
ENSTGUG00000001236	82
ENSTGUG00000001241	240
ENSTGUG00000001247	796
ENSTGUG00000001259	382
ENSTGUG00000001263	11
ENSTGUG00000001270	8
